aurl,a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap
MCL/Ca2O12Si4Zr1_ICSD_73801,13.841784,5.3891372,7.5022949,71.091739,90.0,90.0,2.98409,-3.02696,11,529.437,1.3150,12.2105,0.5833,4.8918,4.0000,19.0000,4.8515
TET/Hg2I2Pb1S2_ICSD_59204,13.8509,13.8509,4.6998152,90.0,90.0,90.0,6.82383,-0.345151,127,901.647,0.3717,54.2857,0.3704,2.1931,4.0000,7.0000,1.6603
MCLC/Ba1Co2O7Si2_ICSD_74160,13.859728,7.3952059,7.4659215,60.312833,89.978809,89.957213,4.23003,-1.93357,15,664.782,1.2783,16.1667,0.4571,4.4381,4.0000,12.0000,3.5954
MCL/Na1O6Si2Y1_ICSD_171255,13.875873,5.4752158,7.7021935,70.044609,90.0,90.0,3.18884,-2.93212,14,550.028,1.3683,12.6000,0.5833,5.7697,4.0000,10.0000,4.7023
TRI/Ca1O3Te1_ICSD_260233,13.939662,10.589108,11.381476,108.87248,103.36316,85.73572,4.16809,-1.9962,2,1546.65,1.6267,19.2000,0.6154,6.2610,3.0000,5.0000,2.9372
ORCF/S8_ICSD_38147,13.947586,13.3986,7.8253176,77.265853,69.555472,33.178675,2.29449,0.262632,70,742.467,0.0000,16.0000,0.6667,0.0000,1.0000,1.0000,1.5194
MCL/Al2K6Te6_ICSD_300168,13.946082,8.7430866,9.184054,78.946932,90.0,90.0,3.18539,-0.945541,14,1099.06,0.8533,32.2857,0.5417,7.6904,3.0000,7.0000,2.1469
MCL/Bi1I6Tl3_ICSD_417537,13.971842,9.3112387,13.819056,90.0,104.07814,90.0,6.03166,-0.597868,14,1743.8,0.6933,64.4000,0.6429,1.8974,3.0000,10.0000,2.4839
TRI/Bi8K2Se13_ICSD_72976,13.980737,12.344382,4.2178025,89.953998,98.690851,92.143082,6.41193,-0.540563,12,719.053,1.1533,49.7391,0.6333,4.2384,3.0000,23.0000,0.8013
MCL/Al4F9K3O8P2_ICSD_79700,14.02471,6.8263221,7.3883261,73.877485,90.0,90.0,2.86475,-3.04128,11,679.518,1.6300,10.9231,0.6397,5.0034,5.0000,26.0000,5.4552
BCT/I4Te1_ICSD_37226,14.031048,14.031048,14.031048,101.23995,101.23995,127.60132,4.2973,-0.118225,141,1963.66,0.5600,52.8000,0.7059,0.4472,2.0000,5.0000,1.7602
RHL/B2Ba1O4_ICSD_14376,14.073167,14.073167,14.073167,30.185614,30.185614,30.185614,3.55783,-2.7224,167,624.335,1.7000,14.0000,0.5625,5.1130,3.0000,7.0000,4.5230
HEX/Al1O4P1_ICSD_91671,14.102326,14.102326,8.7088471,90.0,90.0,120.0,1.62013,-2.67777,184,1499.94,1.2200,10.0000,0.6250,1.2111,3.0000,6.0000,5.5088
MCL/K2O7W2_ICSD_67284,14.109032,3.9132994,6.1260577,89.69243,90.0,90.0,5.47791,-1.78861,14,338.232,1.7467,22.0000,0.5000,6.5017,3.0000,11.0000,2.3134
BCT/Cl7Cs3Mg2_ICSD_66828,14.134404,14.134404,14.134404,158.9891,158.9891,29.885319,3.18332,-1.97905,139,362.797,1.5800,25.6667,0.6250,8.0397,3.0000,12.0000,4.3876
RHL/Bi2Ge1Te4_ICSD_658633,14.192551,14.192551,14.192551,17.777239,17.777239,17.777239,7.14461,-0.191994,166,232.64,0.0600,58.0000,0.6316,0.7868,3.0000,7.0000,0.5909
MCL/Al1Cs1Te3_ICSD_300180,14.182306,7.3836408,8.4236743,75.832487,90.0,90.0,4.21458,-0.664201,14,855.273,0.8733,44.8000,0.5909,6.5038,3.0000,5.0000,1.3332
MCL/K1O5Sb3_ICSD_28493,14.203184,7.1708882,7.6463149,67.655411,90.0,90.0,4.46634,-1.54919,14,720.298,1.7467,23.5556,0.6304,4.8990,3.0000,9.0000,3.1226
MCL/Br2F10Ge1_ICSD_321,14.245139,5.1088252,6.425772,69.697494,90.0,90.0,3.19836,-1.49549,14,438.589,1.3133,14.7692,0.7045,0.8321,3.0000,13.0000,2.8416
MCL/B2S4Sr1_ICSD_71594,14.264129,6.1465539,6.5513115,70.236784,90.0,90.0,2.91807,-0.952597,14,540.555,1.0867,16.0000,0.5625,5.1130,3.0000,7.0000,2.8327
MCL/H2Li1N1O3_ICSD_37180,14.264676,3.4319151,6.4336997,73.150188,90.0,90.0,1.56362,-1.00813,14,301.441,1.3700,5.1429,0.5769,7.8921,4.0000,7.0000,2.7884
HEX/Ba12Cl5F19_ICSD_183927,14.28593,14.28593,4.3272568,90.0,90.0,120.00155,4.74662,-3.62008,189,764.81,2.0600,25.7778,0.6250,7.1714,3.0000,36.0000,5.9922
HEX/Al1.333C2H6O6P2_ICSD_155715,14.280607,14.280559,8.7072567,90.000002,89.999996,120.00011,1.45119,-1.47193,159,1537.81,0.8040,6.5385,0.5521,6.9069,5.0000,26.0000,4.7316
ORCF/Al2Ca1S4_ICSD_46016,14.325251,11.854435,11.758863,74.695596,52.956083,52.348254,2.37239,-1.41529,70,1244.68,1.0533,15.7143,0.5625,5.1130,3.0000,7.0000,3.5300
MCL/K2Te3Zr1_ICSD_410734,14.330847,7.0016418,9.3649422,73.931346,90.0,90.0,4.06209,-1.02237,14,902.961,0.8533,39.0000,0.5000,7.7460,3.0000,6.0000,0.4363
TRI/B2Cs2Li2O15P4_ICSD_424281,14.316972,7.9483587,7.2206645,66.533116,74.774747,82.165555,3.03959,-2.38033,2,726.802,1.3020,12.2400,0.6167,5.5000,5.0000,25.0000,5.3835
MCL/Cl4I1K1_ICSD_30203,14.344428,6.4291261,13.247319,73.830883,90.0,90.0,1.74246,-0.819263,14,1173.37,1.5600,23.3333,0.6944,6.5320,3.0000,6.0000,2.3007
TET/Cs2Hg6S7_ICSD_260060,14.356403,14.356403,4.260476,90.0,90.0,90.0,6.40597,-0.406806,102,878.111,1.1933,46.8000,0.2414,5.0114,3.0000,15.0000,0.6109
RHL/Pb1Sb2Te4_ICSD_250250,14.347577,14.347577,14.347577,17.72064,17.72064,17.72064,6.68163,-0.265692,166,238.856,0.1867,56.0000,0.6316,0.7868,3.0000,7.0000,0.2448
MCLC/C4F9H8Li1O5_ICSD_260274,14.363013,14.363013,7.908878,78.868454,78.868454,47.545065,1.77263,-1.34796,15,1176.69,1.4480,5.7778,0.6186,7.2985,5.0000,27.0000,5.3580
RHL/O7Pb3Si2_ICSD_15371,14.392449,14.392449,14.392449,42.00834,42.00834,42.00834,6.51454,-2.02633,167,1207.86,1.0267,27.5000,0.6129,1.0299,3.0000,12.0000,2.6427
RHL/Bi4Te3_ICSD_30526,14.44953,14.449469,14.449469,17.915177,17.915072,17.915072,8.11986,-0.173927,166,249.233,0.0800,69.7143,0.6316,0.5345,2.0000,7.0000,0.0334
CUB/Cs4Se4Si1_ICSD_409480,14.430327,14.430327,14.430327,90.0,90.0,90.0,3.87071,-1.1112,218,3004.89,1.1733,41.1111,0.5625,7.7208,3.0000,9.0000,2.2187
RHL/Bi2Pb1Te4_ICSD_616936,14.458731,14.458731,14.458731,17.922384,17.922384,17.922384,7.54531,-0.285216,166,249.909,0.2067,65.1429,0.6316,0.7868,3.0000,7.0000,0.4927
MCL/B2Be2Ca1F1Na1O6_ICSD_183885,14.408174,4.6786936,4.6792758,60.003621,90.079114,90.158204,2.64666,-2.75906,9,273.185,1.5360,8.1538,0.5536,6.6852,6.0000,13.0000,5.0080
MCL/K2Mg1P2Se6_ICSD_413168,14.475265,6.5955735,8.1231945,82.73029,90.0,90.0,2.75513,-0.710291,14,769.309,1.0117,25.8182,0.6000,6.7501,4.0000,11.0000,1.9667
TRI/F6S1_ICSD_63332,14.481692,7.9098312,4.8966667,94.963829,93.348771,91.386273,1.30481,-1.74795,2,557.603,1.4000,10.0000,0.7083,0.3780,2.0000,7.0000,6.1255
MCLC/Al2H4O9Si2_ICSD_98133,14.492924,9.0677205,13.850737,10.884043,90.355176,90.0,2.49588,-2.25539,9,343.515,0.9650,7.6471,0.5833,6.3135,4.0000,17.0000,4.9265
MCL/Al1O4P1_ICSD_261306,14.502173,6.1980365,8.6944527,75.355378,90.0,90.0,3.21393,-2.6037,14,756.112,1.2200,10.0000,0.6250,1.2111,3.0000,6.0000,5.3011
HEX/C1Li1Na1O3_ICSD_80459,14.500909,14.500936,3.3644744,90.0,90.0,120.00024,2.19385,-1.84293,174,612.686,1.5167,7.3333,0.5833,7.5277,4.0000,6.0000,4.4588
BCT/O10Sr4Ti3_ICSD_34630,14.532286,14.532286,14.532286,164.30664,164.30664,22.26427,4.8386,-2.62277,139,224.503,1.6600,17.5294,0.5000,6.6994,3.0000,17.0000,2.3432
RHL/Ca12F1K1O26S2Si4_ICSD_49764,14.518465,14.518465,14.518465,28.8768,28.8768,28.8768,2.97689,-2.85144,166,631.165,1.5867,12.2609,0.5787,6.3407,6.0000,46.0000,4.2785
MCL/Rb2Te3Zr1_ICSD_410735,14.54849,6.9892736,9.9769043,72.148244,90.0,90.0,4.43633,-1.02651,14,965.641,0.8533,45.0000,0.5000,7.7460,3.0000,6.0000,0.4606
TET/C2Ca11N10_ICSD_167788,14.561756,14.561756,3.6165634,90.0,90.0,90.0,2.61993,-0.84272,136,766.873,1.3600,13.1304,0.4250,6.5605,3.0000,23.0000,0.7649
MCL/F14Sb2Te1_ICSD_16108,14.58862,7.633845,10.144674,88.346136,90.0,90.0,3.74703,-2.26271,14,1129.31,1.2867,16.4706,0.7018,0.6860,3.0000,17.0000,3.9705
MCL/O7Rb2W2_ICSD_300230,14.617176,3.9630193,6.1698832,89.643537,90.0,90.0,6.04583,-1.77814,14,357.403,1.7467,25.2727,0.5000,6.5017,3.0000,11.0000,2.3870
TRI/As10Br18Hg19_ICSD_39931,14.610041,11.573574,11.60681,71.757332,56.664235,60.613069,6.98455,-0.331159,2,1426.16,0.6400,52.7660,0.2970,2.2536,3.0000,47.0000,1.1105
BCT/Hg1I2_ICSD_18126,14.622134,14.622134,14.622134,143.71414,143.71414,52.254975,5.54487,-0.314828,141,1088.64,0.6600,62.0000,0.3846,2.8868,2.0000,3.0000,1.3503
HEX/K3O9S3Sb7_ICSD_4215,14.612485,14.612503,5.7227006,90.0,90.0,119.99982,3.7965,-1.32709,173,1058.23,1.3983,24.2727,0.6273,5.1598,4.0000,22.0000,1.8341
MCL/Al2Br6N2S2_ICSD_38378,14.622235,7.7433691,9.5705586,65.143545,90.0,90.0,2.1128,-0.631379,14,983.247,0.7783,23.5000,0.6571,1.6021,4.0000,6.0000,1.6395
MCL/B1F3_ICSD_24783,14.748837,4.9573849,7.7208867,73.028505,90.0,90.0,1.66825,-2.8182,14,539.933,1.9400,8.0000,0.6667,2.0000,2.0000,4.0000,8.0350
MCL/F8N4P4_ICSD_31125,14.760077,5.2794275,7.7120293,70.883822,90.0,90.0,1.94128,-1.78084,14,567.819,1.1933,10.0000,0.6667,1.1547,3.0000,4.0000,5.0956
MCL/C2Ca1H2O5_ICSD_153499,14.797095,6.3741816,10.0513,72.623455,90.0,90.0,2.14534,-1.62403,14,904.767,1.2783,7.4000,0.5714,6.8605,4.0000,10.0000,3.5383
MCL/Al2Cs6Te6_ICSD_300181,14.797737,9.2870405,9.9196556,78.500884,90.0,90.0,4.01999,-0.984541,14,1335.87,0.8733,47.7143,0.5417,7.6904,3.0000,7.0000,2.1584
MCLC/S16_ICSD_38264,14.844121,14.844121,8.7262633,88.532214,88.532214,36.306218,1.49688,0.108233,15,1138.09,0.0000,16.0000,0.6667,0.0000,1.0000,1.0000,1.4742
MCL/B5Ba2Li1O10_ICSD_202863,14.837308,4.4709628,6.8038467,75.581172,90.0,90.0,3.76564,-2.66891,11,437.13,1.4517,12.2222,0.5625,5.2866,4.0000,18.0000,4.9154
MCLC/Al13S21Tl3_ICSD_71756,14.872932,14.872932,9.3919228,78.218645,78.218645,61.319921,3.0708,-1.02132,8,1770.56,0.6467,20.2162,0.5747,1.5067,3.0000,37.0000,3.1127
MCLC/Al1Cl6I3_ICSD_26403,14.889169,14.889169,14.926977,73.472013,73.472013,30.846831,2.54192,-0.750895,15,1621.17,1.0333,27.4000,0.6970,1.2649,3.0000,10.0000,1.7458
MCLC/Bi2Cs3I9_ICSD_411633,14.914151,8.6169021,22.121246,92.698884,90.0,90.0,4.58169,-0.986197,15,2839.73,1.2467,57.7143,0.6711,6.6959,3.0000,14.0000,2.3716
TRI/Al8K8Si38_ICSD_180300,14.934556,14.904355,10.539107,134.8975,135.09786,60.048489,2.25912,-0.0695796,1,1173.04,0.7200,14.5926,0.4565,4.6569,3.0000,27.0000,0.7651
RHL/I2Pb1_ICSD_42014,14.983829,14.983787,14.983787,17.863671,17.864143,17.864143,5.53982,-0.67286,166,276.371,0.3300,62.6667,0.6667,1.7321,2.0000,3.0000,2.3747
MCL/Cl10N2Si4_ICSD_65953,15.039735,6.7710441,11.439847,77.361521,90.0,90.0,1.44584,-1.24504,14,1136.75,0.8400,15.0000,0.6667,1.4142,3.0000,8.0000,5.0678
MCL/Cl2Se2_ICSD_37018,15.051382,5.2993542,7.5228008,85.415189,90.0,90.0,2.54114,-0.226396,14,598.118,0.6100,25.5000,0.6923,0.7071,2.0000,2.0000,2.1480
RHL/Al8Ge3Sr14_ICSD_173215,15.055768,15.055768,15.055768,46.951482,46.951482,46.951482,3.31007,-0.336082,148,1665.82,0.7067,29.2800,0.2188,5.7190,3.0000,25.0000,0.0447
RHL/As1I3S24_ICSD_412399,15.160125,15.161036,15.160657,118.74231,118.73654,118.73892,2.01312,-0.0260821,160,1010.52,0.3200,20.5714,0.6706,0.3780,3.0000,28.0000,2.1133
RHL/I3S24Sb1_ICSD_14200,15.164899,15.164899,15.164899,118.84044,118.84044,118.84044,2.17577,-0.0516008,160,970.714,0.4067,21.2143,0.6706,0.3780,3.0000,28.0000,2.3139
MCL/Al2O18P6_ICSD_260723,15.273136,6.1603324,8.2917295,74.929816,90.0,90.0,2.32684,-2.39741,14,753.318,1.2200,10.0000,0.6389,0.8771,3.0000,13.0000,5.8131
MCL/C4Cl4N4S4_ICSD_48164,15.292678,6.7326642,7.8436385,66.916183,90.0,90.0,1.67244,0.269445,14,742.923,0.3817,11.5000,0.6364,1.2910,4.0000,4.0000,2.7757
MCLC/C8H9N1O9_ICSD_164661,15.31535,15.31535,14.715722,57.900657,57.900657,22.967908,1.54453,-0.659622,15,1131.71,0.7017,5.0370,0.5500,6.8002,4.0000,27.0000,2.7180
MCL/Br2Se2_ICSD_37017,15.334763,5.3728491,7.6509529,86.499219,90.0,90.0,3.35412,-0.116934,14,629.196,0.4100,34.5000,0.6923,0.7071,2.0000,2.0000,1.7208
MCLC/Li10O10Pb1Si2_ICSD_78326,15.390855,15.390855,5.1989044,80.529332,80.529332,23.018315,3.44744,-2.19956,12,474.713,1.3017,9.5652,0.5610,7.3975,4.0000,23.0000,2.9618
MCL/Ge1Na2S3_ICSD_653637,15.478024,5.8609717,7.0306711,64.263446,90.0,90.0,2.48274,-0.843801,14,574.527,1.1000,17.0000,0.5833,7.5277,3.0000,6.0000,2.4678
ORCC/Ca1K3O15V5_ICSD_401203,15.428219,15.428219,7.9495015,90.0,90.0,117.57199,2.5822,-1.88073,67,1677.32,1.4150,13.0000,0.5000,6.3742,4.0000,24.0000,2.7196
MCL/C2H6S2_ICSD_249028,15.499709,5.4169108,7.0386147,72.701393,90.0,90.0,1.10879,-0.137551,14,564.235,0.2533,5.0000,0.4615,7.7006,3.0000,5.0000,3.6276
MCL/K2Mo1O6Se1_ICSD_412999,15.544263,6.3063258,7.7848211,67.178294,90.0,90.0,3.29654,-1.43963,14,703.384,1.3750,16.2000,0.5600,6.5828,4.0000,10.0000,3.4168
MCL/Al1K1Li4O4_ICSD_65260,15.59956,5.5980434,10.657184,79.970719,90.0,90.0,2.288,-2.14744,14,916.439,1.4150,7.6000,0.5312,7.6420,4.0000,10.0000,3.9728
ORCF/C2H6Se2_ICSD_249029,15.669073,12.107019,10.455035,87.65286,50.53577,41.81137,2.25991,-0.0633534,43,552.526,0.2333,8.6000,0.4615,7.7006,3.0000,5.0000,1.9872
TRI/Al4As8K12_ICSD_300121,15.669393,12.283844,9.1789445,72.169747,72.999742,72.582718,2.49641,-0.520894,2,1565.12,0.9067,22.6667,0.4375,7.3394,3.0000,6.0000,0.4742
MCL/Ba2Cl7Y1_ICSD_000,15.706255,6.9595344,10.682243,89.338085,90.0,90.0,3.48007,-2.48123,14,1167.58,1.5133,27.0000,0.6250,7.0899,3.0000,10.0000,4.7066
MCL/As2Ca1F20Xe4_ICSD_412759,15.673456,8.5805514,8.8448902,68.306053,90.0,90.0,3.2905,-1.63395,4,1105.27,1.5600,17.8519,0.7065,2.9656,4.0000,27.0000,2.5678
MCL/C1H6N4S1_ICSD_42827,15.729451,4.7763062,6.2974019,82.025473,90.0,90.0,1.50474,-0.0416694,14,468.54,0.4250,4.6667,0.5000,7.3237,4.0000,12.0000,3.4226
TET/O2Si1_ICSD_171737,15.798373,15.798373,9.9571002,90.0,90.0,90.0,1.2847,-2.73726,127,2485.18,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.8713
ORCF/C1H4N4O2_ICSD_24379,15.806881,13.746279,8.3390494,87.840998,60.345294,31.823328,1.51384,-0.0197512,43,456.612,0.7017,4.9091,0.5500,7.1554,4.0000,11.0000,1.6981
MCL/C4H13N1O6S2_ICSD_172462,15.801328,6.8671589,11.731424,88.912942,90.0,90.0,1.22781,-0.553299,14,1272.75,0.5940,4.7692,0.5244,7.3250,5.0000,26.0000,3.0670
MCL/Cs1S6Sb1_ICSD_67977,15.897381,6.3386732,12.899548,74.790154,90.0,90.0,2.36711,-0.368699,14,1254.33,1.1933,25.2500,0.6429,5.2644,3.0000,8.0000,2.0816
MCL/Cl4O4Pb4Si1_ICSD_65471,15.896438,8.4623464,8.9233331,87.871569,90.0,90.0,5.88437,-1.60864,14,1199.55,0.9083,34.0000,0.6389,1.3301,4.0000,13.0000,3.5302
MCL/Al2Cl8Hg3_ICSD_10321,15.906431,7.3040345,14.808537,81.972379,90.0,90.0,3.66243,-1.17731,14,1703.61,1.0333,30.9231,0.4286,2.3507,3.0000,13.0000,2.4913
RHL/Al2B2Ca1O7_ICSD_86785,15.964638,15.964638,15.964638,17.517885,17.517885,17.517885,2.34987,-2.8852,167,321.751,1.2917,9.3333,0.5714,3.9962,4.0000,12.0000,4.8274
MCL/S5Sb3Tl1_ICSD_17058,15.974333,7.4777922,9.1977125,65.659933,90.0,90.0,4.84323,-0.366839,14,1001.04,0.6400,34.8889,0.6250,1.0000,3.0000,9.0000,1.5802
TRI/S14_ICSD_408504,16.151576,6.0747336,10.650517,78.984458,81.115426,77.225432,1.50046,0.0163274,2,993.454,0.0000,16.0000,0.6667,0.0000,1.0000,1.0000,2.4952
MCL/As4Hg1I2S4_ICSD_416258,16.082495,10.277019,9.9151144,76.909057,89.998333,89.99696,3.6716,-0.183996,14,1596.18,0.3967,34.7273,0.5429,1.3685,4.0000,11.0000,1.9953
BCT/Cs2O9V4_ICSD_79409,16.114641,16.114641,16.114641,159.07057,159.07057,29.768076,3.81829,-1.73366,122,533.673,1.7667,18.2667,0.4737,6.3748,3.0000,15.0000,2.0328
MCL/O6Se2Sr1Zn1_ICSD_280801,16.15432,4.7586336,9.8982897,108.31229,90.0,90.0,3.74157,-1.48034,14,722.372,1.3950,18.4000,0.5161,4.4672,4.0000,10.0000,4.3308
ORCC/Cl4Cs1Li3_ICSD_245975,16.20217,16.20217,5.295791,90.0,90.0,163.99812,2.56113,-1.87722,63,383.235,1.5800,16.5000,0.6250,8.5524,3.0000,8.0000,5.2993
MCL/C4H1O4Rb1_ICSD_172323,16.207464,4.3704831,8.2825147,80.41804,90.0,90.0,2.27931,-0.85771,14,578.502,1.3683,9.4000,0.5714,5.9777,4.0000,10.0000,2.7040
MCL/Hg2N6_ICSD_98661,16.260817,4.955579,6.1152899,66.858933,90.0,90.0,3.55626,0.608225,14,453.132,1.0400,25.2500,0.3333,1.5000,2.0000,4.0000,2.1625
MCL/Bi2Cu1O12Se4_ICSD_66826,16.234179,4.5063423,8.2907741,84.767313,90.0,90.0,5.43987,-0.857311,14,603.999,0.8583,22.4737,0.5983,1.1648,4.0000,19.0000,1.7513
BCC/P4S9_ICSD_26169,16.344415,16.344415,16.344415,109.47122,109.47122,109.47122,1.63008,-0.197007,206,3361.14,0.3900,15.6923,0.6486,0.4804,2.0000,13.0000,2.7163
BCT/Al1Ca14Sb11_ICSD_33266,16.321861,16.321861,16.321861,118.32889,118.32889,92.919666,4.06679,-1.10277,142,3147.88,0.7000,32.8462,0.3953,6.5356,3.0000,26.0000,0.6112
MCL/Ba2O8V2Zn1_ICSD_414009,16.360234,6.2292013,8.0547049,89.561377,90.0,90.0,4.61172,-2.15708,14,820.841,1.2783,19.3846,0.4324,5.9560,4.0000,13.0000,3.4926
MCL/Ge1S2_ICSD_1947,16.395668,6.8469934,12.26741,89.05972,90.0,90.0,2.63783,-0.326626,14,1376.97,0.5700,21.3333,0.6250,1.1547,2.0000,3.0000,2.2302
MCL/Ge1Na2Se3_ICSD_49003,16.37016,6.1414195,7.1778224,66.071238,90.0,90.0,3.57934,-0.765484,14,659.606,1.0800,26.0000,0.5833,7.5277,3.0000,6.0000,1.6024
RHL/Al2B2O7Sr1_ICSD_91031,16.402847,16.402847,16.402847,17.387198,17.387198,17.387198,2.65752,-2.88236,167,343.914,1.3167,10.8333,0.5714,3.9962,4.0000,12.0000,4.6979
MCL/Br4O4Pb4Si1_ICSD_65472,16.487074,8.5816477,9.1950795,87.81492,90.0,90.0,6.338,-1.49652,14,1300.03,0.8750,39.5385,0.6389,1.3301,4.0000,13.0000,3.1461
MCL/C2K1N3_ICSD_411931,16.497515,4.3394872,5.991927,82.341653,90.0,90.0,1.64266,-0.126278,14,425.14,1.4800,8.6667,0.5417,5.5737,3.0000,6.0000,3.1604
RHL/C4Hg1N4Rb2_ICSD_100685,16.527447,16.527447,16.527447,32.487522,32.487522,32.487522,2.72775,0.0286136,167,1158.09,1.2017,18.7273,0.4000,5.4188,4.0000,11.0000,5.8245
MCL/C2N3Na1_ICSD_280187,16.566204,4.2572381,5.9568353,81.825559,90.0,90.0,1.42208,-0.0173017,14,415.845,1.4067,7.3333,0.5417,5.5737,3.0000,6.0000,1.3983
RHL/B12Cl12Cs2_ICSD_151975,16.580425,16.580425,16.580425,34.369987,34.369987,34.369987,2.1043,-0.985175,148,1295.68,1.5800,14.3846,0.5902,4.3677,3.0000,13.0000,3.2769
MCL/Br12Te1Zr2_ICSD_69976,16.58073,7.455246,19.669418,82.642737,90.0,90.0,3.49515,-1.10155,14,2411.39,1.0867,36.8000,0.6531,4.5544,3.0000,15.0000,2.4280
MCL/H9N1O13Y4_ICSD_77764,16.600257,3.6607289,9.4583383,79.27576,90.0,90.0,3.45021,-1.93524,4,564.735,1.2500,10.2222,0.5288,7.3195,4.0000,27.0000,3.2130
TRI/Ba1O4W1_ICSD_187463,16.644644,7.6892375,7.2849054,90.011491,122.97859,90.012973,6.54217,-2.20727,14,782.129,1.7000,27.0000,0.5000,6.3246,3.0000,6.0000,3.6312
MCL/H8N2S5_ICSD_30984,16.736797,5.4627976,9.5015615,76.159935,90.0,90.0,1.54637,-0.267536,14,843.504,0.5600,6.8000,0.5417,7.6051,3.0000,15.0000,2.1551
MCL/B1C1F6K1_ICSD_1194,16.747435,4.9598692,6.4927288,77.991372,90.0,90.0,2.21494,-2.34476,14,527.517,1.6650,9.3333,0.6600,5.2705,4.0000,9.0000,6.9962
TRI/F12Sb2Te4_ICSD_201222,16.858222,5.9274181,7.863878,77.774562,75.309933,75.900958,2.24044,-1.87307,2,727.738,1.2867,23.2222,0.6949,0.7265,3.0000,9.0000,1.1615
MCL/I3Pb2S2Sb1_ICSD_418344,16.896592,7.7597414,8.7806552,73.196121,90.0,90.0,5.91221,-0.533909,14,1102.1,0.3467,50.7500,0.6522,1.2817,4.0000,8.0000,1.7673
MCL/As1Ho1S1_ICSD_610680,16.9394,3.8391119,3.8165806,89.998277,89.999997,90.0,7.2767,-1.56048,62,248.201,0.9000,38.6667,0.5385,7.2342,3.0000,3.0000,0.0629
TRI/Pb4S13Sb6_ICSD_20171,17.047075,3.9634585,17.963528,83.687802,87.552164,83.101703,5.48225,-0.400504,1,1197.09,0.3533,36.6087,0.6290,0.7827,3.0000,23.0000,0.8554
MCL/As1S1Y1_ICSD_611344,17.067635,3.8610411,3.8346053,89.998296,90.0,90.0,5.14894,-1.56425,62,252.696,0.9067,29.3333,0.5000,7.2342,3.0000,3.0000,0.1061
BCC/Be1Cl2_ICSD_173559,17.121015,17.121015,17.121015,109.47122,109.47122,109.47122,0.824403,-1.46153,217,3863.37,1.5900,12.6667,0.6250,8.6603,2.0000,3.0000,6.6506
MCL/Ge1Se2_ICSD_637861,17.226507,7.2065471,12.578396,89.175289,90.0,90.0,3.92242,-0.2682,14,1561.37,0.5400,33.3333,0.6250,1.1547,2.0000,3.0000,1.3927
MCL/As1O3Sb1_ICSD_37187,17.26641,4.8774372,5.8647221,64.593543,90.0,90.0,3.64269,-0.510233,14,446.136,0.9267,21.6000,0.6429,0.5477,3.0000,5.0000,0.9374
