aurl,a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap
RHL/Si38Te16_ICSD_413715,10.554691,10.554691,10.554691,89.614911,89.614911,89.614911,4.39078,0.0347026,161,1175.73,0.2000,25.2593,0.5645,0.9306,2.0000,27.0000,0.8683
BCC/Ca3Fe2O12Si3_ICSD_50628,10.556163,10.556163,10.556163,109.47122,109.47122,109.47122,3.72763,-2.41026,230,905.517,1.2317,12.5000,0.5094,5.2476,4.0000,20.0000,2.3971
TET/Ca1Na2O12V4_ICSD_161368,10.557558,10.557558,5.0465629,90.0,90.0,90.0,2.84472,-1.88072,125,562.5,1.3600,12.1053,0.5000,6.3352,4.0000,19.0000,2.9058
TRI/Cs1Li1O4S1_ICSD_63182,10.558012,9.7237226,5.507073,89.995249,121.88904,90.001826,3.26411,-1.92362,14,480.043,1.5917,15.1429,0.6250,7.3193,4.0000,7.0000,5.1602
MCL/H7K3O10P2_ICSD_2602,10.559765,6.1606106,17.06024,89.712346,90.0,90.0,2.0725,-1.71394,14,1109.83,1.3117,7.9091,0.5750,7.5650,4.0000,22.0000,4.9339
HEX/B1Ba1F10P1_ICSD_420597,10.560019,10.560019,6.3191547,90.0,90.0,120.00117,3.01299,-3.08264,189,610.259,1.5700,12.7692,0.6750,4.1940,4.0000,13.0000,7.2482
BCT/Ba4O1Rb1Sb3_ICSD_415036,10.561291,10.561291,10.561291,129.09499,129.09499,74.857781,4.88248,-1.37752,140,691.112,1.5033,46.8889,0.4333,7.1024,4.0000,9.0000,0.9377
HEX/K4Mn1Mo4O15_ICSD_54020,10.563742,10.563438,8.3531231,90.007371,90.000196,119.99801,3.43556,-1.51903,147,807.256,1.4117,16.2083,0.4800,6.2064,4.0000,24.0000,3.0390
BCT/Ag6Cr1O8Si1_ICSD_420804,10.56433,10.56433,10.56433,139.90125,139.90125,58.003272,5.85916,0.0200093,141,484.792,0.8950,24.0000,0.2742,3.0957,4.0000,16.0000,0.1747
RHL/Sb2Te3_ICSD_185952,10.567253,10.567253,10.567253,23.744642,23.744642,23.744642,6.18824,-0.220697,166,168.06,0.0500,51.6000,0.6429,0.5477,2.0000,5.0000,0.0323
HEX/Al2Ba1O4_ICSD_75426,10.570644,10.570714,8.8986548,90.0,90.0,119.99912,3.93831,-3.06515,173,861.122,1.7000,16.2857,0.5625,5.1130,3.0000,7.0000,4.0669
MCLC/Cs1F7Sb2_ICSD_14119,10.572665,10.572665,5.8238101,92.522809,92.522809,37.8427,4.24049,-2.57485,15,398.949,2.1267,22.0000,0.6833,4.9889,3.0000,10.0000,4.2059
HEX/Al1F2Na5O8P2_ICSD_62645,10.576774,10.576753,6.6709712,90.000039,89.999789,120.00013,2.85099,-2.52543,147,646.286,1.5860,10.0000,0.6125,6.8599,5.0000,18.0000,4.6784
MCLC/Ca3Li1N5Si2_ICSD_420676,10.578545,10.578545,10.435385,89.728454,89.728454,151.64937,3.03557,-1.14613,15,554.434,1.1800,11.4545,0.4750,6.5574,4.0000,11.0000,2.4415
BCC/Cr2Ge3Mn3O12_ICSD_262732,10.579038,10.579038,10.579038,109.47122,109.47122,109.47122,4.94523,-1.32051,230,911.416,1.0033,15.7500,0.4615,4.0688,4.0000,20.0000,2.0759
ORCC/Si1_ICSD_189400,10.585661,10.585661,10.026335,90.0,90.0,105.18819,1.97857,0.0960364,63,1084.27,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,1.2955
ORCC/K2Mo2Ni1O8_ICSD_200310,10.584784,10.584784,11.055525,89.995099,90.004901,132.14506,3.3035,-1.28227,64,918.384,1.3517,16.4615,0.4444,6.0880,4.0000,13.0000,3.1577
TET/Ag2Ca1O12V4_ICSD_161369,10.586486,10.586486,5.077481,90.0,90.0,90.0,3.8027,-1.34759,125,569.052,1.2700,15.8947,0.4138,5.1995,4.0000,19.0000,2.6212
MCL/C4H6Hg1N4O2_ICSD_418607,10.587267,5.5693198,7.0636228,78.243562,90.0,90.0,2.79123,-0.19053,14,407.762,0.7440,9.0588,0.4242,6.7317,5.0000,17.0000,3.8718
MCL/N4O3S4_ICSD_25508,10.588165,6.2312265,12.857415,80.265772,90.0,90.0,1.8452,0.140155,14,836.084,0.5733,10.5455,0.6452,0.5045,3.0000,11.0000,1.5474
HEX/Al1Li1O4Si1_ICSD_2929,10.588832,10.588832,11.394224,90.0,90.0,120.0,2.26939,-2.82244,181,1106.4,1.2783,8.8571,0.5938,5.4903,4.0000,7.0000,4.8540
TRI/Ca4Li2O13Si4_ICSD_75161,10.593231,8.3258438,7.2243015,102.13377,89.884553,109.44435,2.80366,-2.92623,2,585.805,1.3800,10.6957,0.5769,6.2734,4.0000,23.0000,4.4449
HEX/Al1Li1O4Si1_ICSD_32595,10.595851,10.595851,11.383976,90.0,90.0,120.0,2.26842,-2.82248,180,1106.87,1.2783,8.8571,0.5938,5.4903,4.0000,7.0000,4.8520
TET/Cs4Cu1K2O8Si2_ICSD_92493,10.593861,10.593861,6.201455,90.0,90.0,90.0,4.09192,-1.87646,136,695.989,1.2760,22.2941,0.4932,7.0996,5.0000,17.0000,1.6466
MCLC/N2O14S3_ICSD_24716,10.596238,10.596238,7.7269301,79.512389,79.512389,40.855941,2.07705,-0.768433,9,556.728,0.5733,9.1579,0.6607,0.3153,3.0000,19.0000,1.3997
MCL/Se8_ICSD_418318,10.604928,9.3807401,12.509158,88.571509,90.0,90.0,3.37263,-0.001355,14,1244.05,0.0000,34.0000,0.6667,0.0000,1.0000,1.0000,1.6250
MCLC/Br2Ni5O12Te4_ICSD_96912,10.600127,10.600127,16.432634,56.497852,56.497852,29.043778,5.21184,-0.403355,15,736.402,0.9083,22.3478,0.4625,2.5929,4.0000,23.0000,2.4970
MCL/Ge1Pb1S3_ICSD_2090,10.605492,6.9510465,7.4687081,74.859674,90.0,90.0,4.69871,-0.433468,14,531.476,0.3800,32.4000,0.6154,1.0954,3.0000,5.0000,1.7519
MCL/C1Na3O7P1Sr1_ICSD_39559,10.606451,5.5611639,6.6578236,90.020339,89.596416,89.894116,2.63499,-2.17899,1,392.696,1.3240,11.3846,0.5893,6.9541,5.0000,13.0000,3.8686
BCC/Fe2Ge3Mn3O12_ICSD_18111,10.608051,10.608051,10.608051,109.47122,109.47122,109.47122,4.96044,-1.13258,230,918.935,0.9750,15.9500,0.4463,3.7201,4.0000,20.0000,1.8991
MCL/Be2Ca1O8P2_ICSD_6189,10.608723,8.4365664,8.9866409,100.37315,90.0,90.0,2.08245,-2.32972,14,791.169,1.3233,9.3846,0.5938,6.0627,4.0000,13.0000,2.4765
CUB/N11P6Rb3_ICSD_51396,10.609163,10.609163,10.609163,90.0,90.0,90.0,3.317,-0.641198,213,1194.11,1.4800,13.9000,0.5795,5.1289,3.0000,20.0000,3.9389
MCLC/H2I2K2O10Se1_ICSD_240671,10.610369,10.610369,14.601349,48.764488,48.764488,26.989474,3.46958,-0.917124,15,548.452,1.1400,15.2941,0.6429,6.6338,5.0000,17.0000,3.6653
MCLC/K2O11Sb4_ICSD_2061,10.61364,10.61364,7.2876041,85.182894,85.182894,42.375101,4.467,-1.59788,12,551.052,1.7467,19.4118,0.6364,4.9117,3.0000,17.0000,1.8466
MCLC/Cl1Hg3I1S2_ICSD_250174,10.616756,10.616756,13.398725,52.227936,52.227936,53.201145,6.24442,-0.300423,12,881.003,0.5933,48.8571,0.2903,2.4398,4.0000,7.0000,1.3782
MCL/C1Cs2O3_ICSD_14156,10.618855,6.2744645,8.0224405,83.958987,89.948654,90.021951,4.07141,-1.74463,2,531.548,1.7667,23.3333,0.5833,7.5277,3.0000,6.0000,3.3429
HEX/N1O3Tl1_ICSD_50294,10.6187,10.6187,7.5341299,90.0,90.0,120.0,5.41101,-0.582226,144,735.71,1.2133,22.4000,0.6154,1.3038,3.0000,5.0000,2.8604
HEX/As3Cl1O9Pb5_ICSD_158900,10.619432,10.6194,7.0842242,90.0,90.0,119.99916,6.91318,-1.26702,176,691.875,0.7683,33.2222,0.6250,0.9701,4.0000,18.0000,2.6567
ORCC/Ba1Fe2O4_ICSD_171001,10.620369,10.620369,5.5101712,90.0,90.0,132.15022,4.51226,-1.13332,36,460.776,1.7000,20.0000,0.3810,5.7071,3.0000,7.0000,1.5443
HEX/I6O1Sr4_ICSD_280585,10.620657,10.62066,8.2143295,90.0,90.0,119.99973,4.66816,-1.92478,186,802.429,1.6600,43.4545,0.6071,7.5015,3.0000,11.0000,3.5761
MCL/Ge1O5Pb3_ICSD_100275,10.622795,5.3896616,5.6124772,86.736725,90.0,90.0,8.01448,-1.34561,4,320.812,0.9533,35.3333,0.6087,1.0541,3.0000,9.0000,2.2761
MCL/As1S2_ICSD_424590,10.624936,7.4514827,8.1852692,73.435899,90.0,90.0,2.97365,-0.074401,4,621.147,0.4000,21.6667,0.6471,0.5774,2.0000,3.0000,1.3229
MCL/H8Mg1O10P2_ICSD_30955,10.62413,5.7694979,8.8784833,63.251509,90.0,90.0,1.7379,-1.07047,14,485.979,1.0667,6.1905,0.5750,7.4741,4.0000,21.0000,2.4391
RHL/Bi2Te3_ICSD_15753,10.627646,10.627646,10.627646,24.234756,24.234756,24.234756,7.48016,-0.238338,166,177.763,0.0800,64.4000,0.6429,0.5477,2.0000,5.0000,0.2770
BCC/Al2O12Si3Sr3_ICSD_27385,10.630125,10.630155,10.630051,109.47065,109.47061,109.47105,4.26009,-2.94572,230,924.695,1.2933,13.9000,0.5833,4.9852,4.0000,20.0000,4.4379
CUB/Ca1Li2N4Si2_ICSD_421548,10.63246,10.63246,10.63246,90.0,90.0,90.0,2.75458,-1.11323,205,1201.99,1.1800,9.1111,0.5000,6.6854,4.0000,9.0000,3.4823
MCL/Ca4F2O7Si2_ICSD_64710,10.633779,7.5900348,11.043134,70.589572,90.00137,90.000318,2.8957,-3.26451,14,840.64,1.7467,12.1333,0.5833,6.3793,4.0000,15.0000,4.6744
HEX/C1Ca1H2O4_ICSD_100847,10.638392,10.63864,7.6535221,89.99855,89.995566,119.99893,2.35288,-1.80393,144,750.168,1.2783,7.5000,0.5625,7.4210,4.0000,8.0000,5.2308
MCL/C2O4Rb2_ICSD_163580,10.640691,6.4819482,8.3420695,82.40417,90.0,90.0,3.01587,-1.56531,14,570.324,1.7467,14.7500,0.5882,7.2284,3.0000,4.0000,4.2432
CUB/Ca2K2O12S3_ICSD_40988,10.644206,10.644206,10.644206,90.0,90.0,90.0,2.45935,-2.10768,198,1205.98,1.5733,11.6842,0.6250,6.0780,4.0000,19.0000,5.3116
ORCI/C60_ICSD_96620,10.647451,10.647451,10.647451,129.7569,129.16511,74.270929,1.70617,0.382244,71,701.388,0.0000,6.0000,0.5000,0.0000,1.0000,1.0000,0.9463
RHL/Sb2Se1Te2_ICSD_87416,10.651948,10.651948,10.651948,22.973356,22.973356,22.973356,5.9364,-0.282802,166,161.584,0.3333,48.0000,0.6429,0.5477,3.0000,5.0000,0.1045
MCLC/O11Rb2Sb4_ICSD_260286,10.653408,10.653408,7.3412907,84.746173,84.746173,42.427301,4.95089,-1.60588,12,559.404,1.7467,21.5294,0.6364,4.9117,3.0000,17.0000,1.8258
MCL/F10H1S1Sb1_ICSD_165642,10.65299,5.7318109,12.945538,83.4059,89.969103,89.89208,2.91661,-1.97926,2,785.236,1.0283,12.1538,0.6951,4.4086,4.0000,13.0000,4.7142
MCLC/Ge2K6Te6_ICSD_10108,10.6559,10.6559,9.8246311,85.802156,85.802156,81.247206,3.46613,-0.807762,15,1097.44,0.8533,35.0000,0.5600,7.7828,3.0000,7.0000,1.0470
BCT/O7Sr3Ti2_ICSD_63704,10.659138,10.659138,10.659138,158.54741,158.54741,30.52123,4.82772,-2.63603,139,161.886,1.6600,17.8333,0.5000,6.8291,3.0000,12.0000,2.3752
TRI/As4S4_ICSD_360,10.659369,15.123666,8.1197814,130.51164,88.225996,93.76464,2.86263,0.21278,2,992.918,0.4000,24.5000,0.6364,0.7071,2.0000,2.0000,0.1705
MCLC/Cl4Te1_ICSD_411157,10.663794,10.66364,16.293334,67.309943,67.308064,62.907303,2.43268,-0.656887,15,1471.2,1.0600,24.0000,0.7059,0.4472,2.0000,5.0000,3.1412
BCT/Al4Bi4Cl16Te4_ICSD_411714,10.664543,10.664543,10.664543,107.72695,107.72695,113.01909,3.60559,-1.16412,82,930.992,0.7883,30.8571,0.6667,1.5275,4.0000,7.0000,2.1520
ORC/P4Se3_ICSD_40204,10.665147,11.928642,14.931447,90.0,90.0,90.0,2.52299,-0.104401,62,1899.59,0.3600,23.1429,0.6316,0.5345,2.0000,7.0000,2.1779
CUB/Ge38I8P8_ICSD_63194,10.666197,10.666197,10.666197,90.0,90.0,90.0,5.50304,-0.101003,218,1213.47,0.4333,32.5926,0.5645,1.0834,3.0000,27.0000,1.0748
BCC/Al2F12Li3Na3_ICSD_30253,10.668414,10.668414,10.668414,109.47122,109.47122,109.47122,2.6416,-3.21728,230,934.712,1.6300,8.8000,0.6458,7.3528,4.0000,20.0000,7.0922
HEX/N1O3Rb1_ICSD_66711,10.677024,10.678818,7.6257162,89.977639,90.012538,120.00544,2.92713,-1.00227,144,752.941,1.7467,13.6000,0.6250,6.6106,3.0000,5.0000,3.2248
MCL/C2O6Rb2_ICSD_412971,10.678011,7.8995443,8.0384067,78.48299,90.0,90.0,2.90874,-1.45702,14,664.399,1.7467,13.4000,0.6087,6.5422,3.0000,5.0000,3.9082
MCLC/Br1Hg3I1Te2_ICSD_99125,10.679161,10.679161,10.782142,89.962889,89.962889,54.696396,7.04105,-0.293242,5,1003.51,0.5733,61.7143,0.2903,2.4398,4.0000,7.0000,1.2808
ORCF/Ba1Mn2O8_ICSD_24128,10.687503,8.3873812,7.6774985,83.28046,51.20505,45.514491,3.99423,-0.86323,70,311.968,1.7000,15.4545,0.5000,5.1469,3.0000,11.0000,0.1960
ORCC/Cs1I2Li1_ICSD_245986,10.687842,10.687842,13.806804,90.0,90.0,154.63917,3.87067,-1.38541,36,675.521,1.2467,41.0000,0.6250,9.2376,3.0000,4.0000,3.7393
MCLC/Bi3Br1Se4_ICSD_411096,10.690963,10.690963,12.182727,66.223902,66.223902,22.191379,7.08337,-0.440002,12,479.492,0.6267,52.5000,0.6522,0.7071,3.0000,8.0000,1.0382
MCLC/As4Ca5H10O20_ICSD_21068,10.69694,10.69694,10.334671,84.24099,84.24099,55.000508,2.86452,-1.76357,15,962.467,1.2233,10.3077,0.5750,7.1588,4.0000,39.0000,3.8273
MCL/C6Cl3H21N2_ICSD_402690,10.697373,5.5086951,11.658366,87.428892,90.0,90.0,1.10137,-0.302644,4,686.319,0.5617,3.8125,0.4342,6.7987,4.0000,32.0000,5.3071
MCLC/K1.33Na0.67O5Si2_ICSD_170786,10.705872,10.705872,12.885357,64.05233,64.05233,40.474111,2.39237,-2.55017,15,848.019,1.4717,11.1852,0.6000,6.1665,4.0000,27.0000,4.1779
MCL/As2Se3_ICSD_2600,10.709447,4.463913,12.179565,90.558916,90.0,90.0,4.4118,-0.119649,14,582.229,0.3700,33.6000,0.6429,0.5477,2.0000,5.0000,1.3414
BCT/Ho4O7S3Si2_ICSD_95966,10.715207,10.715207,10.715207,113.83849,113.83849,101.05087,6.5853,-2.87861,141,932.047,1.2183,25.0000,0.5789,5.7038,4.0000,16.0000,2.6236
MCLC/C1Cs4O4_ICSD_245453,10.718883,10.719947,11.397265,23.225005,85.94515,84.366516,3.93134,-1.32497,1,513.307,1.7667,28.6667,0.5625,7.7208,3.0000,9.0000,0.5134
MCLC/Al2C6H22O2Si2_ICSD_172440,10.718848,10.718848,9.9913439,79.908504,79.908504,44.422781,0.994975,-0.435659,15,788.977,0.8620,3.7647,0.3611,6.5090,5.0000,17.0000,5.0333
ORCC/Li2O8Sn3Zn1_ICSD_59772,10.723995,10.728417,10.148049,90.0,90.0,119.98838,5.55015,-1.56225,36,1011.24,1.2817,17.8571,0.5135,5.2894,4.0000,14.0000,1.6251
HEX/As3Cl1O9Pb5_ICSD_31863,10.724068,10.72157,7.428076,90.0,90.0,119.99795,6.46654,-1.18289,173,739.663,0.7683,33.2222,0.6250,0.9701,4.0000,18.0000,2.0179
TET/As4C4F12_ICSD_9071,10.725948,10.725948,6.4863228,90.0,90.0,90.0,2.56221,-1.24104,137,746.225,1.2000,13.2000,0.6667,1.4142,3.0000,5.0000,3.3073
MCL/Na2O7Si3_ICSD_95690,10.728605,7.2932045,8.876958,75.160881,90.0,90.0,2.39633,-2.59439,14,671.42,1.6733,10.0000,0.6071,5.6729,3.0000,12.0000,4.3128
BCC/Ga5O12Y3_ICSD_14343,10.735045,10.735045,10.735045,109.47122,109.47122,109.47122,5.63126,-2.47789,230,952.335,1.4800,18.4000,0.5521,4.6237,3.0000,20.0000,3.4648
ORC/Cl6N1O4P1S2_ICSD_171645,10.74355,10.947801,11.134641,90.0,90.0,90.0,1.95677,-0.687253,62,1309.64,0.6160,13.4286,0.6818,0.7263,5.0000,14.0000,2.6199
BCC/Ca3O12Sc2Si3_ICSD_20214,10.745622,10.745622,10.745622,109.47122,109.47122,109.47122,3.38245,-3.08108,230,955.153,1.3100,12.0000,0.5625,5.9125,4.0000,20.0000,4.2268
FCC/Ba1Ge2S5_ICSD_615900,10.747321,10.747321,10.747321,60.0,60.0,60.0,3.35074,-0.829214,227,877.78,1.1267,25.0000,0.6000,4.8329,3.0000,8.0000,2.1547
CUB/Ca2O12Rb2S3_ICSD_249339,10.749639,10.749639,10.749639,90.0,90.0,90.0,2.88358,-2.11339,198,1242.17,1.5733,13.5789,0.6250,6.0780,4.0000,19.0000,5.3987
RHL/Al1Cs2F6Na1_ICSD_93459,10.753004,10.753004,10.753004,33.967434,33.967434,33.967434,4.12572,-3.18151,166,345.954,1.7083,18.8000,0.6458,7.5542,4.0000,10.0000,6.6896
MCL/Hg2N2O4_ICSD_61064,10.755704,4.6895968,6.6172935,69.721664,90.0,90.0,5.23152,-0.230648,14,313.088,0.9600,25.7500,0.3793,1.8930,3.0000,4.0000,2.0782
MCLC/B2F9Ho5O6_ICSD_425428,10.755214,10.755214,8.2854576,80.1763,80.1763,32.927124,7.21185,-3.69568,15,512.657,1.6083,21.5455,0.6174,5.7622,4.0000,22.0000,5.9636
TET/K2O7Zn6_ICSD_2496,10.763004,10.763004,3.3019384,90.0,90.0,90.0,5.0573,-1.36957,136,382.504,1.7467,18.2667,0.2414,5.0114,3.0000,15.0000,1.4853
CUB/Cs3N11P6_ICSD_51397,10.76314,10.76314,10.76314,90.0,90.0,90.0,3.93478,-0.635427,213,1246.86,1.5000,16.6000,0.5795,5.1289,3.0000,20.0000,4.1080
TET/Na2O12Sr1V4_ICSD_161370,10.765561,10.765561,5.0757027,90.0,90.0,90.0,2.98854,-1.88771,125,588.26,1.3683,13.0526,0.5000,6.3352,4.0000,19.0000,3.0079
TET/K2O7Zn6_ICSD_1120,10.765827,10.765827,3.3031047,90.0,90.0,90.0,5.05286,-1.36958,102,382.84,1.7467,18.2667,0.2414,5.0114,3.0000,15.0000,1.4814
MCLC/C2Ca1H8O6P2_ICSD_261905,10.768717,10.768717,7.310438,72.616601,72.616601,30.748842,1.85441,-1.33057,15,412.106,1.0480,6.2105,0.5312,7.3576,5.0000,19.0000,5.4253
MCL/Ba1Ca1O7P2_ICSD_184750,10.768982,9.6748101,12.244085,85.100492,90.0,90.0,3.67223,-2.80576,14,1271.02,1.4733,14.7273,0.6071,5.5873,4.0000,11.0000,5.2673
BCT/Li1Mg4O12V3_ICSD_250192,10.769846,10.769846,10.769846,142.33065,142.33065,54.331041,3.21815,-2.15804,122,463.339,1.2833,10.8000,0.5000,6.6142,4.0000,20.0000,3.2849
TET/Ag2O12Sr1V4_ICSD_161371,10.770134,10.770134,5.1131457,90.0,90.0,90.0,3.91469,-1.35642,125,593.103,1.2950,16.8421,0.4138,5.1995,4.0000,19.0000,2.7903
BCC/Ca3I3P1_ICSD_9026,10.778314,10.778314,10.778314,109.47122,109.47122,109.47122,3.66548,-1.53913,214,963.897,1.1067,33.4286,0.5625,7.7828,3.0000,7.0000,2.1567
RHL/As4Pb9S15_ICSD_18097,10.780011,10.780011,10.780011,114.25817,114.25817,114.25817,5.88602,-0.394094,160,746.305,0.2667,39.6429,0.6164,0.9172,3.0000,28.0000,1.5735
BCC/Ca3In2O12Si3_ICSD_27390,10.781102,10.781102,10.781102,109.47122,109.47122,109.47122,4.31128,-2.68874,230,964.645,1.2400,14.8000,0.5833,4.9852,4.0000,20.0000,3.7776
RHL/F12K2O1Zr3_ICSD_281350,10.784325,10.784325,10.784325,42.507835,42.507835,42.507835,3.81632,-3.55587,166,518.515,1.9317,15.2222,0.6154,6.5619,4.0000,18.0000,5.4236
CUB/O2Si1_ICSD_170490,10.788162,10.788162,10.788162,90.0,90.0,90.0,1.90713,-2.75452,223,1255.57,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,5.6229
MCL/Cs1N3O4S2_ICSD_281172,10.787928,8.5246592,9.3774764,70.240298,90.0,90.0,2.48009,-0.77529,14,811.606,1.4017,14.0000,0.6346,4.6619,4.0000,10.0000,2.6450
HEX/As3Ba5Cl1O12_ICSD_260065,10.792721,10.792739,7.8374194,90.0,90.0,120.00099,4.78396,-2.33102,176,790.609,1.4383,23.4286,0.5962,6.0710,4.0000,21.0000,4.0014
BCC/As2Mg3_ICSD_43990,10.793069,10.793069,10.793069,109.47122,109.47122,109.47122,3.05745,-0.632256,206,967.861,0.8700,20.4000,0.3750,7.1204,2.0000,5.0000,1.4442
MCLC/Cs6Ge2Se6_ICSD_409512,10.798535,10.798535,9.8260683,85.080639,85.080639,79.743586,4.19828,-1.01169,15,1120.43,1.1733,42.7143,0.5600,7.7828,3.0000,7.0000,1.5812
HEX/Ba7Cl2F12_ICSD_183928,10.799144,10.799055,4.2316901,90.0,90.0,120.00085,4.89634,-3.69754,174,427.382,2.0600,25.4286,0.6250,7.2457,3.0000,21.0000,6.0541
TRI/F3N3S3_ICSD_21015,10.800505,10.087427,10.864815,92.18378,54.409454,88.348539,0.675272,-0.185785,2,959.997,0.9333,10.6667,0.6667,1.0000,3.0000,3.0000,2.5925
MCLC/As1F6I5_ICSD_59115,10.803409,10.803409,8.9194895,72.187898,72.187898,119.67251,3.81096,-1.24111,15,717.586,1.2000,29.3333,0.7073,0.5774,3.0000,12.0000,1.3823
BCC/Ca3Fe2Ge3O12_ICSD_280047,10.808373,10.808373,10.808373,109.47122,109.47122,109.47122,4.38511,-1.90924,230,971.984,1.2500,15.2000,0.5094,5.2476,4.0000,20.0000,2.1655
BCC/Si1_ICSD_189395,10.811497,10.811497,10.811497,109.47122,109.47122,109.47122,1.96553,0.109867,217,972.827,0.0000,14.0000,0.5000,0.0000,1.0000,1.0000,1.1937
FCC/O2Si1_ICSD_170476,10.810979,10.810979,10.810979,60.0,60.0,60.0,0.893347,-2.68605,227,893.47,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,6.1849
TRI/Ge4Na8Te10_ICSD_37183,10.811769,9.723959,7.9778518,67.78517,70.811332,68.275096,4.12992,-0.589904,2,703.744,0.7800,33.4545,0.5714,7.3187,3.0000,11.0000,0.9696
BCC/Al3O12Sc2Y3_ICSD_67055,10.812458,10.812458,10.812458,109.47122,109.47122,109.47122,4.29734,-3.28931,230,973.086,1.1517,14.7000,0.5312,5.6111,4.0000,20.0000,4.2689
BCT/Al1F5Sr1_ICSD_14130,10.814056,10.814056,10.814056,96.417206,96.417206,140.93807,3.70712,-3.74497,79,751.069,2.0200,13.7143,0.6500,5.6188,3.0000,7.0000,6.9469
TRI/B18Rb8Se18_ICSD_410757,10.818225,10.623207,11.183577,104.06495,91.912576,109.83293,3.28255,-0.588693,2,1163.3,1.1533,22.6818,0.5294,5.5074,3.0000,22.0000,2.1994
CUB/As8Ge38I8_ICSD_22033,10.818159,10.818159,10.818159,90.0,90.0,90.0,5.7355,-0.0892116,218,1266.08,0.4333,35.2593,0.5645,1.0834,3.0000,27.0000,1.0124
ORCC/O7Sn2Sr3_ICSD_90847,10.819236,10.819236,5.8708503,90.0,90.0,147.94894,5.57539,-2.18646,63,364.689,1.6600,22.5000,0.5714,6.1767,3.0000,12.0000,1.7641
TRI/Mg2O7V2_ICSD_2321,10.826175,5.4947364,5.0392695,81.27318,74.968061,74.378229,3.13876,-2.05392,2,277.736,1.4200,11.4545,0.5000,6.3775,3.0000,11.0000,2.6844
MCL/Ca1Cu1O2_ICSD_84868,10.833463,3.3509635,5.4887684,84.430534,90.0,90.0,4.54246,-1.32612,4,198.316,1.6267,16.2500,0.3200,6.6018,3.0000,4.0000,0.2917
TRI/H10I1K2Na1O10_ICSD_69554,10.832708,7.4313503,6.8883094,87.181232,71.136201,79.978368,2.55911,-1.10814,2,516.716,1.3940,8.0000,0.5625,7.6835,5.0000,24.0000,2.5124
ORC/K3P11_ICSD_641290,10.834678,10.690702,14.007486,90.0,90.0,90.0,1.87499,-0.385955,60,1622.49,1.3700,15.8571,0.5690,5.9614,2.0000,14.0000,1.9128
ORC/P6Rb4Se12_ICSD_171420,10.835048,15.607782,17.039076,90.0,90.0,90.0,3.40057,-0.522811,29,2881.5,1.1533,29.3636,0.6226,5.9498,3.0000,11.0000,1.3949
MCL/Ba1H6O8Si2_ICSD_26971,10.835518,7.9012483,8.5612125,84.551685,90.0,90.0,2.9817,-1.93134,14,729.649,1.3250,9.0588,0.5625,7.3650,4.0000,17.0000,5.0576
FCC/Cl6Cs2Pb1_ICSD_26713,10.839323,10.839323,10.839323,90.0,90.0,90.0,3.57648,-1.38662,225,1273.52,1.5800,32.6667,0.6667,6.9362,3.0000,9.0000,1.4364
TRI/Be8Na5O11Rb1_ICSD_65482,10.846537,6.4842797,9.5017673,70.260235,63.624138,73.802951,2.67466,-2.25989,2,556.905,1.4167,8.4800,0.5000,7.3196,4.0000,25.0000,3.8068
MCL/N4S4_ICSD_51514,10.851877,8.964205,8.6681746,109.9889,90.0,90.0,1.54453,0.534895,14,792.43,0.4600,11.5000,0.6364,0.7071,2.0000,2.0000,0.1565
RHL/O2Si1_ICSD_170486,10.862125,10.861944,10.861934,115.19386,115.19704,115.19735,1.70008,-2.33514,166,704.241,1.5400,10.0000,0.6250,1.1547,2.0000,3.0000,2.7528
MCL/As2O7Rb1Sc1_ICSD_59821,10.863382,8.0002453,8.9798033,73.504578,90.0,90.0,3.4818,-1.86778,14,748.312,1.4467,16.3636,0.6071,5.6052,4.0000,11.0000,3.5115
BCT/Al3F19Pb5_ICSD_203224,10.864775,10.864775,10.864775,97.14132,97.14132,138.70883,6.19761,-2.92863,108,791.962,1.5800,22.9630,0.6667,1.5933,3.0000,27.0000,5.1732
MCLC/Br2Co5O12Te4_ICSD_416967,10.866321,10.866321,16.603081,56.385634,56.385634,28.39536,5.02006,-0.513433,15,765.339,0.9233,22.1304,0.4774,3.0125,4.0000,23.0000,2.8377
HEX/Hg1Rb6Se4_ICSD_639159,10.879658,10.879658,8.3727988,90.0,90.0,119.99912,3.98253,-0.987938,186,858.293,1.1533,39.8182,0.3810,7.5015,3.0000,11.0000,1.3496
BCT/Cd1Ge1O3_ICSD_23531,10.880201,10.880201,10.880201,109.13041,109.13041,110.15501,6.24424,-1.37389,88,991.385,1.1667,20.8000,0.4118,1.7889,3.0000,5.0000,1.3597
MCLC/H3K5O14S5_ICSD_37172,10.883435,10.883435,15.022326,75.805846,75.805846,32.120214,2.11588,-1.49295,12,914.774,1.3733,10.7407,0.6230,6.9798,4.0000,27.0000,3.5402
ORCC/Al1Sb3Sr3_ICSD_52652,10.883652,10.883652,13.640702,90.0,90.0,142.67093,4.44091,-0.982111,64,979.804,0.7333,40.0000,0.4167,6.7188,3.0000,7.0000,0.5351
