a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap,cluster
14.502173,6.1980365,8.6944527,75.355378,90.0,90.0,3.21393,-2.6037,14,756.112,1.22,10.0,0.625,1.2111,3.0,6.0,5.3011,1
10.055916,6.8777842,7.6756843,88.908508,90.0,90.0,2.13148,-1.14724,14,530.773,1.276,7.8182,0.5,7.4346,5.0,11.0,3.8205,1
10.906497,8.3009239,9.4520312,68.719182,90.0,90.0,2.41617,-1.09471,14,797.38,0.8087,11.5,0.6667,1.0445,6.0,12.0,2.8337,1
11.874674,8.4344982,8.8687259,67.796417,90.0,90.0,2.01559,-1.35513,14,822.397,1.4233,16.4,0.5714,7.4111,4.0,15.0,3.1378,1
10.256067,9.1157525,12.120354,72.697059,90.0,90.0,1.68572,-1.31946,14,1081.87,1.38,6.2667,0.5417,7.7294,4.0,15.0,5.2366,1
10.415398,6.6696961,6.8127792,66.487433,90.0,90.0,2.1263,-1.17917,14,433.973,1.3817,8.25,0.5417,7.9418,4.0,8.0,4.2496,1
11.882453,5.9453235,6.9185911,76.750581,90.0,90.0,5.11553,-0.855883,14,475.754,0.9333,20.25,0.4615,4.0356,4.0,8.0,2.9207,1
16.360234,6.2292013,8.0547049,89.561377,90.0,90.0,4.61172,-2.15708,14,820.841,1.2783,19.3846,0.4324,5.956,4.0,13.0,3.4926,1
10.608723,8.4365664,8.9866409,100.37315,90.0,90.0,2.08245,-2.32972,14,791.169,1.3233,9.3846,0.5938,6.0627,4.0,13.0,2.4765,1
11.970106,6.9568879,11.450527,69.959898,90.0,90.0,1.21693,-0.321281,14,895.805,0.7017,4.5263,0.5312,7.1668,4.0,19.0,3.3343,1
12.145753,4.0579773,6.7526715,79.182471,90.0,90.0,1.4729,-0.953154,14,326.906,0.8267,4.75,0.5417,7.9418,3.0,8.0,5.2001,1
16.497515,4.3394872,5.991927,82.341653,90.0,90.0,1.64266,-0.126278,14,425.14,1.48,8.6667,0.5417,5.5737,3.0,6.0,3.1604,1
11.828291,6.6657399,6.7638857,72.896017,90.0,90.0,1.65818,-0.520629,14,509.708,1.31,6.0,0.375,6.4878,4.0,11.0,2.1502,1
11.072882,7.8568679,8.8012158,74.428791,90.0,90.0,3.13668,-2.72848,14,737.587,1.4717,14.7273,0.6071,5.6052,4.0,11.0,5.035,1
12.3469,5.3720161,11.837166,87.900356,90.000065,89.999776,5.20062,-1.42469,14,784.605,1.3333,22.3333,0.5303,5.3767,4.0,12.0,2.9746,1
11.238774,6.5549764,6.7938493,72.910921,90.0,90.0,1.94504,-1.69264,14,478.405,1.514,7.7778,0.5882,7.9215,5.0,9.0,6.5423,1
10.62413,5.7694979,8.8784833,63.251509,90.0,90.0,1.7379,-1.07047,14,485.979,1.0667,6.1905,0.575,7.4741,4.0,21.0,2.4391,1
11.192653,4.2728084,11.131054,83.101681,90.0,90.0,1.28318,-0.359042,14,528.479,0.7017,4.1538,0.5,7.2067,4.0,13.0,4.6273,1
10.936647,4.7549469,5.6487378,83.864372,90.0,90.0,3.93407,-3.23793,14,292.07,1.48,14.7273,0.5714,5.1399,3.0,11.0,4.929,1
10.352786,5.7042156,7.4326738,79.68256,90.0,90.0,3.77526,-1.44755,14,431.836,0.9617,14.375,0.4898,1.8851,4.0,8.0,1.6875,1
10.341,5.104792,8.612109,91.567514,90.008273,90.004839,3.4425,-3.5815,14,454.451,1.62,12.0,0.6458,6.7165,4.0,9.0,7.173,1
10.001433,5.9599258,10.393608,90.25022,90.0,90.0,4.14059,-1.2111,14,619.534,1.0183,14.0,0.5,4.3618,4.0,13.0,3.0999,1
11.006222,7.9121334,9.6704272,65.255358,90.0,90.0,2.03294,-1.7251,14,764.805,1.3117,7.375,0.5938,7.4072,4.0,16.0,5.6103,1
10.059406,9.2791958,11.793564,59.904103,90.0,90.0,1.87824,-1.30877,14,952.441,1.216,10.3077,0.629,6.5398,5.0,13.0,4.7385,1
10.835518,7.9012483,8.5612125,84.551685,90.0,90.0,2.9817,-1.93134,14,729.649,1.325,9.0588,0.5625,7.365,4.0,17.0,5.0576,1
10.728605,7.2932045,8.876958,75.160881,90.0,90.0,2.39633,-2.59439,14,671.42,1.6733,10.0,0.6071,5.6729,3.0,12.0,4.3128,1
10.640691,6.4819482,8.3420695,82.40417,90.0,90.0,3.01587,-1.56531,14,570.324,1.7467,14.75,0.5882,7.2284,3.0,4.0,4.2432,1
15.729451,4.7763062,6.2974019,82.025473,90.0,90.0,1.50474,-0.0416694,14,468.54,0.425,4.6667,0.5,7.3237,4.0,12.0,3.4226,1
11.23551,7.3453439,8.2300554,70.27057,90.0,90.0,1.12426,-0.124869,14,639.344,0.2533,4.4615,0.4375,7.0165,3.0,13.0,3.9683,1
12.137898,5.8532868,7.2931333,73.785462,90.0,90.0,2.5693,-0.721808,14,497.542,1.1733,18.0,0.5909,6.5038,3.0,5.0,2.2824,1
10.054475,7.2237785,10.254273,74.896962,90.0,90.0,3.5563,-1.16561,14,719.056,1.7467,22.8,0.5714,7.4111,3.0,15.0,2.2072,1
13.075333,7.6130288,11.421462,76.302973,90.0,90.0,2.95966,-0.560918,14,1104.59,1.3917,15.2,0.625,6.6106,4.0,5.0,2.7822,1
13.145123,6.6673138,7.9388053,75.894377,90.0,90.0,1.49595,-1.2169,14,674.799,1.095,5.2,0.5417,7.7294,4.0,15.0,5.3322,1
14.617176,3.9630193,6.1698832,89.643537,90.0,90.0,6.04583,-1.77814,14,357.403,1.7467,25.2727,0.5,6.5017,3.0,11.0,2.387,1
11.370263,7.1381262,7.1559468,80.553816,90.0,90.0,1.4859,-1.13064,14,572.918,1.7467,4.5333,0.5,7.3193,3.0,15.0,4.7077,1
11.197893,6.7322143,8.7473056,83.123974,90.0,90.0,3.58981,-1.5753,14,654.687,1.7667,19.25,0.5882,7.2284,3.0,4.0,4.1434,1
10.768982,9.6748101,12.244085,85.100492,90.0,90.0,3.67223,-2.80576,14,1271.02,1.4733,14.7273,0.6071,5.5873,4.0,11.0,5.2673,1
11.506028,5.5990955,15.146567,85.495708,90.0,90.0,3.33828,-2.73069,14,972.779,1.4217,16.7692,0.5938,6.0627,4.0,13.0,4.0345,1
10.976708,6.3388344,6.2627312,69.839626,90.0,90.0,3.16521,-1.3415,14,409.06,1.3833,12.4286,0.56,7.7828,4.0,7.0,3.4048,1
10.228377,5.4913704,10.599082,92.80609,90.0,90.0,1.10083,-0.37732,14,594.613,0.618,7.1429,0.5769,7.9343,5.0,7.0,2.637,1
10.385023,5.9777062,7.4948279,80.884665,90.0,90.0,2.50376,-2.09395,14,459.393,1.7467,12.1429,0.6129,7.2309,3.0,7.0,3.1957,1
10.27244,7.4163101,10.501494,88.743907,90.0,90.0,4.14296,-3.18194,14,799.849,1.32,15.4667,0.5556,6.0694,4.0,15.0,4.6827,1
12.606613,3.8508892,9.1393675,88.473284,90.0,90.0,1.25917,-0.0433103,14,443.528,0.56,4.4,0.5,7.4967,3.0,5.0,4.7212,1
10.19756,5.2358853,13.091026,98.448261,90.0,90.0,3.43184,-3.10538,14,691.388,1.578,13.6667,0.625,5.5976,5.0,12.0,5.0615,1
10.442794,6.8600234,12.272264,86.07777,90.0,90.0,2.0462,-1.40129,14,877.099,1.218,7.5556,0.5625,7.7046,5.0,9.0,4.3525,1
11.207852,5.7288039,11.50151,85.597292,90.0,90.0,3.48243,-1.73861,14,736.305,1.2867,18.6667,0.7097,0.7817,3.0,9.0,2.7731,1
10.006837,6.7123331,7.2427942,85.231869,90.0,90.0,1.6967,-1.80425,14,484.809,1.1767,5.1667,0.6042,7.8721,4.0,12.0,6.9955,1
11.08926,7.3375636,8.5413436,68.45792,90.0,90.0,2.03663,-1.47166,14,646.447,1.7467,9.8,0.6087,6.5422,3.0,5.0,4.1805,1
11.154391,5.2340498,11.118002,78.29665,90.0,90.0,1.69463,-0.585122,14,635.604,0.6967,4.5263,0.5333,7.4751,4.0,19.0,5.129,1
10.526795,6.0049666,6.7305343,78.247475,90.0,90.0,1.35602,-0.758174,14,416.539,1.172,4.8889,0.5,7.5333,5.0,9.0,5.8385,1
10.403977,7.9755745,9.6031271,70.185908,90.0,90.0,1.8964,-0.693981,14,749.67,0.612,10.6,0.6607,4.812,5.0,10.0,4.0461,1
14.58862,7.633845,10.144674,88.346136,90.0,90.0,3.74703,-2.26271,14,1129.31,1.2867,16.4706,0.7018,0.686,3.0,17.0,3.9705,1
13.705635,7.5490356,8.6118726,72.54065,90.0,90.0,1.97124,-1.33238,14,849.972,1.3733,7.5294,0.6111,7.3889,4.0,17.0,5.5084,1
10.587267,5.5693198,7.0636228,78.243562,90.0,90.0,2.79123,-0.19053,14,407.762,0.744,9.0588,0.4242,6.7317,5.0,17.0,3.8718,1
15.478024,5.8609717,7.0306711,64.263446,90.0,90.0,2.48274,-0.843801,14,574.527,1.1,17.0,0.5833,7.5277,3.0,6.0,2.4678,1
14.760077,5.2794275,7.7120293,70.883822,90.0,90.0,1.94128,-1.78084,14,567.819,1.1933,10.0,0.6667,1.1547,3.0,4.0,5.0956,1
11.478196,5.725194,10.691896,92.01961,90.0,90.0,1.35265,-1.00285,14,702.18,1.035,7.0,0.6458,7.4952,4.0,10.0,2.6142,1
12.961272,4.4724933,7.9744993,74.678631,90.0,90.0,1.9088,-1.3446,14,445.846,1.3683,8.0,0.5882,6.6922,4.0,8.0,3.1303,1
13.1919,4.8398303,7.9876276,81.44557,90.0,90.0,2.71235,-0.315124,14,504.309,1.228,13.1429,0.5714,6.9625,5.0,7.0,1.035,1
10.787928,8.5246592,9.3774764,70.240298,90.0,90.0,2.48009,-0.77529,14,811.606,1.4017,14.0,0.6346,4.6619,4.0,10.0,2.645,1
10.368457,5.4781299,13.806698,80.042654,90.0,90.0,1.21358,-0.537794,14,772.404,0.5867,4.9333,0.5,7.3271,6.0,15.0,4.48,1
12.051612,8.3442032,10.444436,87.478121,90.0,90.0,3.1559,-1.91402,14,1049.29,1.0417,14.9333,0.6939,0.8338,4.0,15.0,3.4856,1
10.092423,4.9755419,6.9565429,89.628019,90.0,90.0,3.28836,-1.47171,14,349.317,1.6733,13.3333,0.6154,7.746,3.0,6.0,4.2405,1
10.518457,7.4148477,11.255499,71.648161,90.0,90.0,4.41307,-3.40175,14,833.201,1.48,16.9333,0.5278,5.7924,3.0,15.0,4.3634,1
10.148783,6.0608914,6.5827251,75.755559,90.0,90.0,1.82913,-1.69607,14,392.459,1.2467,5.2381,0.6,7.8897,4.0,21.0,6.4835,1
14.264129,6.1465539,6.5513115,70.236784,90.0,90.0,2.91807,-0.952597,14,540.555,1.0867,16.0,0.5625,5.113,3.0,7.0,2.8327,1
10.678011,7.8995443,8.0384067,78.48299,90.0,90.0,2.90874,-1.45702,14,664.399,1.7467,13.4,0.6087,6.5422,3.0,5.0,3.9082,1
15.273136,6.1603324,8.2917295,74.929816,90.0,90.0,2.32684,-2.39741,14,753.318,1.22,10.0,0.6389,0.8771,3.0,13.0,5.8131,1
12.056993,4.6175011,9.9681592,87.468482,90.0,90.0,4.49562,-1.49691,14,554.418,1.7,20.5,0.6364,4.9497,3.0,8.0,3.3775,1
10.459994,5.3138957,7.1929138,89.641407,90.0,90.0,2.69571,-2.74786,14,399.798,1.1617,10.0,0.6,4.8624,4.0,8.0,4.9795,1
10.249329,7.4416119,10.563189,88.896109,90.000247,89.999928,3.62069,-2.74502,14,805.521,1.23,14.0,0.5833,5.6467,4.0,15.0,3.0992,1
16.207464,4.3704831,8.2825147,80.41804,90.0,90.0,2.27931,-0.85771,14,578.502,1.3683,9.4,0.5714,5.9777,4.0,10.0,2.704,1
11.586606,5.954596,6.9149772,76.671698,90.0,90.0,4.02801,-1.4967,14,464.239,1.3333,15.75,0.5714,6.112,4.0,8.0,3.0312,1
13.700406,4.5622822,5.4910029,88.997909,90.0,90.0,4.69451,-1.3178,14,343.163,1.2067,17.8333,0.5714,4.4907,3.0,6.0,2.0216,1
10.013237,10.012806,5.0118761,90.0,90.0,120.00142,5.50096,-1.71116,185,435.166,1.7,21.0,0.4444,6.5422,3.0,5.0,2.0194,1
10.013535,10.013535,6.7614051,90.0,90.0,90.0,3.56308,-0.834129,86,677.972,1.64,16.0,0.6538,6.8337,3.0,5.0,3.5859,1
10.324242,10.324242,8.0552536,90.0,90.0,90.0,3.70851,-2.18991,86,858.609,1.8033,17.6667,0.6765,6.3875,4.0,6.0,4.2146,1
10.527565,10.527565,10.527565,109.47122,109.47122,109.47122,3.70114,-2.59108,230,898.177,1.26,12.3,0.5294,5.4715,4.0,20.0,3.1646,1
10.998067,10.998067,10.998067,109.47122,109.47122,109.47122,2.45362,-1.81428,230,1024.06,1.3183,6.6897,0.5208,7.352,4.0,29.0,4.1429,1
10.579038,10.579038,10.579038,109.47122,109.47122,109.47122,4.94523,-1.32051,230,911.416,1.0033,15.75,0.4615,4.0688,4.0,20.0,2.0759,1
10.781102,10.781102,10.781102,109.47122,109.47122,109.47122,4.31128,-2.68874,230,964.645,1.24,14.8,0.5833,4.9852,4.0,20.0,3.7776,1
10.36015,10.36015,10.36015,109.47122,109.47122,109.47122,3.49528,-3.04462,230,856.005,1.2683,11.2,0.5833,4.9852,4.0,20.0,5.0054,1
10.020931,10.020931,10.020931,109.47122,109.47122,109.47122,4.34736,-1.97002,230,774.644,0.9183,12.25,0.4786,2.5397,4.0,20.0,3.8367,1
10.211042,10.211042,10.211042,109.47122,109.47122,109.47122,3.73498,-2.18052,230,819.574,1.0767,11.3,0.5094,5.2476,4.0,20.0,2.4558,1
10.808373,10.808373,10.808373,109.47122,109.47122,109.47122,4.38511,-1.90924,230,971.984,1.25,15.2,0.5094,5.2476,4.0,20.0,2.1655,1
10.014903,10.014903,10.014903,109.47122,109.47122,109.47122,3.46285,-2.85737,230,773.247,1.1133,10.0,0.5833,4.9852,4.0,20.0,4.9519,1
11.479352,11.479352,11.479352,109.47122,109.47122,109.47122,4.85087,-2.6655,230,1164.48,1.3767,19.2,0.5625,5.9125,4.0,20.0,3.1104,1
10.556163,10.556163,10.556163,109.47122,109.47122,109.47122,3.72763,-2.41026,230,905.517,1.2317,12.5,0.5094,5.2476,4.0,20.0,2.3971,1
10.975009,10.975009,10.975009,109.47122,109.47122,109.47122,5.46251,-1.84297,230,1017.64,1.0933,18.9,0.4286,3.9815,4.0,20.0,2.293,1
10.745622,10.745622,10.745622,109.47122,109.47122,109.47122,3.38245,-3.08108,230,955.153,1.31,12.0,0.5625,5.9125,4.0,20.0,4.2268,1
10.973819,10.973819,10.973819,109.47122,109.47122,109.47122,4.84596,-2.753,230,1017.31,1.3233,16.6,0.5833,4.9852,4.0,20.0,3.2937,1
10.482181,10.482181,10.482181,109.47122,109.47122,109.47122,4.01524,-2.71011,230,886.611,1.235,13.0,0.5833,4.9852,4.0,20.0,4.3289,1
10.094578,10.094578,10.094578,109.47122,109.47122,109.47122,4.17523,-2.05398,230,791.849,0.9267,12.1,0.4912,2.8764,4.0,20.0,3.325,1
11.4398,11.4398,11.4398,109.47122,109.47122,109.47122,3.0022,-1.81688,230,1152.48,1.3433,8.5517,0.5208,7.352,4.0,29.0,3.8815,1
10.735045,10.735045,10.735045,109.47122,109.47122,109.47122,5.63126,-2.47789,230,952.335,1.48,18.4,0.5521,4.6237,3.0,20.0,3.4648,1
10.99471,10.99471,10.99471,109.47122,109.47122,109.47122,4.0245,-2.57773,230,1023.13,1.3283,14.7,0.5625,5.9125,4.0,20.0,3.4351,1
11.225487,11.225487,11.225487,109.47122,109.47122,109.47122,4.31753,-2.6704,230,1088.91,1.3517,16.5,0.5625,5.9125,4.0,20.0,3.2159,1
10.170475,10.170475,10.170475,109.47122,109.47122,109.47122,4.06009,-2.30224,230,809.845,0.9933,11.95,0.5045,3.2196,4.0,20.0,3.5781,1
10.18378,10.18378,10.18378,109.47122,109.47122,109.47122,3.70213,-2.36973,230,813.027,1.105,11.1,0.5294,5.4715,4.0,20.0,3.3926,1
11.09277,11.092774,6.0064228,90.0,90.0,120.00105,4.4369,-1.86043,176,640.062,1.4317,15.1538,0.6,5.7811,4.0,26.0,2.655,1
10.201185,10.201152,7.0853712,90.0,90.0,119.99935,6.21027,-1.74298,176,638.551,0.9233,23.0,0.4394,1.6197,4.0,22.0,2.648,1
10.028068,10.028007,7.4917243,90.0,90.0,120.00078,6.82048,-1.98489,176,652.441,1.08,26.6667,0.6316,0.9258,4.0,21.0,3.725,1
10.422206,10.422225,7.1628337,90.0,90.0,120.00064,5.68776,-1.75091,176,673.803,1.172,23.7143,0.6182,4.161,5.0,21.0,3.4436,1
10.445873,10.445861,7.7412434,90.000004,90.0,120.00084,4.57182,-2.90544,176,731.521,1.4367,20.8571,0.5962,6.071,4.0,21.0,5.0571,1
10.529145,10.529149,7.7524545,90.0,90.0,120.00009,4.69159,-2.87545,176,744.313,1.4033,21.7143,0.5962,6.071,4.0,21.0,4.9747,1
10.373379,10.373458,7.3001881,90.0,90.0,120.0032,6.8337,-1.56037,176,680.291,1.36,27.8095,0.5526,3.873,4.0,21.0,2.8175,1
10.115244,10.115248,7.2598289,90.0,90.0,120.00044,4.14517,-2.9028,176,643.292,1.3733,17.4286,0.5962,6.071,4.0,21.0,4.9461,1
10.014266,10.0143,7.2546527,90.000009,89.999995,119.99999,3.99787,-2.93603,176,630.067,1.4067,16.5714,0.5962,6.071,4.0,21.0,5.0844,1
10.792721,10.792739,7.8374194,90.0,90.0,120.00099,4.78396,-2.33102,176,790.609,1.4383,23.4286,0.5962,6.071,4.0,21.0,4.0014,1
13.727901,13.729455,7.5194027,90.0,90.0,120.00045,2.09506,-1.36111,176,1227.35,1.1667,7.2308,0.6109,7.3195,6.0,52.0,5.9624,1
16.20217,16.20217,5.295791,90.0,90.0,163.99812,2.56113,-1.87722,63,383.235,1.58,16.5,0.625,8.5524,3.0,8.0,5.2993,1
10.819236,10.819236,5.8708503,90.0,90.0,147.94894,5.57539,-2.18646,63,364.689,1.66,22.5,0.5714,6.1767,3.0,12.0,1.7641,1
10.240407,10.240407,14.138384,90.0,90.0,136.64467,1.76439,-2.79258,63,1017.86,1.54,10.0,0.625,1.1547,2.0,3.0,5.4335,1
10.017374,10.017374,5.3391481,90.0,90.0,148.49381,4.05794,-1.95055,63,279.989,1.6267,13.8333,0.4516,6.396,3.0,12.0,0.2153,1
10.018316,10.018316,10.018316,109.48596,109.48596,109.44175,3.61957,-1.79001,88,774.038,1.4117,15.0,0.5,6.5233,4.0,26.0,3.8128,1
10.026253,10.026253,10.026253,109.11294,109.11294,110.19018,5.11674,-1.97353,88,775.788,1.445,19.9231,0.5,6.5233,4.0,26.0,4.5431,1
12.224641,12.224641,12.224641,156.37931,156.37931,33.65019,2.88065,-2.29004,88,293.014,1.094,8.0,0.5625,6.8203,5.0,16.0,4.6605,1
11.063999,11.063999,11.063999,90.0,90.0,90.0,5.38696,-1.20392,205,1354.37,1.3583,21.5455,0.6532,3.2313,4.0,22.0,2.977,1
10.338392,10.338392,10.338392,90.0,90.0,90.0,4.60394,-0.86751,205,1104.99,1.4333,16.2857,0.5625,4.9135,3.0,7.0,3.91,1
10.159021,10.159021,10.159021,90.0,90.0,90.0,4.2223,-0.900727,205,1048.47,1.2817,14.5714,0.5625,4.6614,4.0,21.0,4.1549,1
10.018227,10.018227,10.018227,90.0,90.0,90.0,3.77474,-0.887615,205,1005.48,1.2733,12.8571,0.5625,4.6614,4.0,21.0,4.0771,1
10.024103,10.024103,10.024103,60.0,60.0,60.0,2.31976,-1.90349,203,712.232,1.374,9.3846,0.5893,6.978,5.0,13.0,4.1875,1
14.363013,14.363013,7.908878,78.868454,78.868454,47.545065,1.77263,-1.34796,15,1176.69,1.448,5.7778,0.6186,7.2985,5.0,27.0,5.358,1
10.033635,10.033635,7.2083898,72.446904,72.446904,89.236629,4.8103,-1.54406,15,657.28,1.3367,20.9,0.63,5.4047,4.0,20.0,3.3166,1
10.041708,10.041708,7.7593667,73.053704,73.053704,121.67056,4.24965,-2.04356,15,533.663,1.3917,22.9231,0.5893,6.3509,4.0,13.0,3.3869,1
13.859728,7.3952059,7.4659215,60.312833,89.978809,89.957213,4.23003,-1.93357,15,664.782,1.2783,16.1667,0.4571,4.4381,4.0,12.0,3.5954,1
12.349058,12.349058,9.2650821,88.314583,88.314583,48.154556,2.8754,-1.56961,15,1052.0,1.2533,12.3636,0.6857,1.206,3.0,11.0,4.4024,1
11.142103,11.142103,8.7414873,84.903491,84.903491,37.680256,4.66607,-2.9294,15,660.42,1.7783,18.9524,0.5625,5.9718,4.0,21.0,4.5061,1
10.69694,10.69694,10.334671,84.24099,84.24099,55.000508,2.86452,-1.76357,15,962.467,1.2233,10.3077,0.575,7.1588,4.0,39.0,3.8273,1
11.74199,11.74199,9.3901815,88.820196,88.820196,44.330621,2.37379,-2.28925,15,904.485,1.094,7.9512,0.5714,6.5913,5.0,41.0,4.9892,1
11.31219,11.31219,5.6418435,79.86247,79.86247,25.665478,4.84375,-1.40761,15,307.556,1.2483,16.8333,0.5303,5.3767,4.0,12.0,1.8311,1
12.076567,12.076567,13.817468,87.714124,87.714124,34.444496,2.40908,-1.34192,15,1138.81,1.272,12.0,0.663,3.8966,6.0,16.0,6.1501,1
11.269416,11.269416,10.718981,74.879851,74.879851,42.234275,2.19117,-1.24766,15,878.522,1.3083,6.8571,0.5556,7.6329,4.0,21.0,4.2156,1
13.602288,13.602288,13.324219,81.48204,81.48204,33.712655,3.10928,-1.67021,15,1351.81,1.385,27.8,0.66,7.6158,4.0,10.0,3.9221,1
13.628492,13.628492,13.172569,81.091709,81.091709,34.356576,2.72043,-2.17989,15,1362.47,1.56,25.2,0.625,8.025,3.0,10.0,5.0531,1
10.065093,10.065093,7.6884118,88.629632,88.629632,45.439462,2.0375,-1.19942,15,554.775,1.3733,7.8182,0.6087,7.5679,4.0,11.0,4.5928,1
11.983574,11.983574,13.831099,82.739344,82.739344,22.713856,3.58287,-2.93805,15,760.542,1.7,15.5,0.6,4.8329,3.0,8.0,4.7362,1
13.442336,5.4096615,5.5762228,60.983266,90.048827,90.0,3.46391,-1.74793,15,354.596,1.3467,14.3333,0.5156,5.34,4.0,12.0,3.5773,1
10.572665,10.572665,5.8238101,92.522809,92.522809,37.8427,4.24049,-2.57485,15,398.949,2.1267,22.0,0.6833,4.9889,3.0,10.0,4.2059,1
10.755214,10.755214,8.2854576,80.1763,80.1763,32.927124,7.21185,-3.69568,15,512.657,1.6083,21.5455,0.6174,5.7622,4.0,22.0,5.9636,1
10.718848,10.718848,9.9913439,79.908504,79.908504,44.422781,0.994975,-0.435659,15,788.977,0.862,3.7647,0.3611,6.509,5.0,17.0,5.0333,1
10.139007,10.139007,5.08514,79.47491,79.47491,69.853924,4.28306,-1.74048,15,478.431,1.3933,15.7778,0.5,5.9705,4.0,18.0,2.7245,1
11.32202,11.32202,8.8723513,71.846614,71.846614,46.123048,5.20874,-2.47529,15,771.388,1.3033,20.88,0.6212,4.5727,4.0,25.0,3.8162,1
10.219483,10.219361,7.2860449,80.204708,80.202948,40.626708,3.02541,-2.39592,15,487.24,0.9167,8.8,0.6083,4.8734,4.0,25.0,5.5152,1
10.257738,10.257738,10.468824,73.358335,73.358335,20.184642,2.06423,-1.44773,15,363.648,1.3133,6.3333,0.5625,7.4903,4.0,18.0,4.6256,1
10.768717,10.768717,7.310438,72.616601,72.616601,30.748842,1.85441,-1.33057,15,412.106,1.048,6.2105,0.5312,7.3576,5.0,19.0,5.4253,1
16.600257,3.6607289,9.4583383,79.27576,90.0,90.0,3.45021,-1.93524,4,564.735,1.25,10.2222,0.5288,7.3195,4.0,27.0,3.213,1
10.697373,5.5086951,11.658366,87.428892,90.0,90.0,1.10137,-0.302644,4,686.319,0.5617,3.8125,0.4342,6.7987,4.0,32.0,5.3071,1
15.673456,8.5805514,8.8448902,68.306053,90.0,90.0,3.2905,-1.63395,4,1105.27,1.56,17.8519,0.7065,2.9656,4.0,27.0,2.5678,1
10.039483,8.0870114,10.241015,69.218308,90.0,90.0,4.19194,-1.4546,4,777.366,1.28,20.5714,0.5242,5.3816,5.0,21.0,2.3709,1
10.833463,3.3509635,5.4887684,84.430534,90.0,90.0,4.54246,-1.32612,4,198.316,1.6267,16.25,0.32,6.6018,3.0,4.0,0.2917,1
11.049485,5.6985608,11.056551,83.982565,90.0,90.0,2.64112,-1.57251,4,692.353,1.465,6.65,0.5714,7.802,4.0,20.0,5.5959,1
12.099498,7.0664695,9.5608902,89.022044,90.0,90.0,2.97644,-2.93687,4,817.344,1.6267,12.1333,0.5833,6.3343,3.0,15.0,4.4805,1
11.372762,8.4252636,8.6450043,59.913207,74.385403,70.657449,3.01788,-0.821324,2,670.872,1.6733,12.6087,0.36,6.9689,3.0,23.0,1.5902,1
10.409324,8.6035646,7.0888909,78.23566,65.828858,75.607828,3.72998,-1.60324,2,557.266,1.154,15.8889,0.5104,5.5117,5.0,18.0,3.1397,1
12.675617,7.7508974,6.5232351,87.887061,84.292654,79.104593,3.86676,-1.26661,2,626.111,1.7467,24.4615,0.5455,7.5184,3.0,13.0,2.1205,1
10.947446,6.2734241,8.0281328,98.04817,108.05562,90.682384,0.839707,0.0139407,2,518.146,0.4883,5.8182,0.4286,7.0065,4.0,11.0,4.3658,1
11.673043,6.060823,6.3960157,60.421437,72.686766,80.081251,2.1839,-1.68675,2,375.531,1.2567,7.6875,0.5763,7.5782,4.0,16.0,3.5943,1
10.900906,7.0052361,7.495868,70.739761,69.005252,75.668723,4.66098,-1.25718,2,499.036,1.6733,20.1333,0.65,5.278,3.0,15.0,3.0894,1
10.325781,6.9703079,6.9516784,67.481418,67.677628,79.403532,2.28181,-1.09113,2,427.123,1.02,8.5625,0.5439,7.3595,6.0,16.0,3.6042,1
13.747442,7.47386,7.492296,89.841659,99.013376,92.358461,4.27163,-2.29453,2,759.652,1.7,19.4545,0.5,6.3775,3.0,11.0,3.4675,1
10.593231,8.3258438,7.2243015,102.13377,89.884553,109.44435,2.80366,-2.92623,2,585.805,1.38,10.6957,0.5769,6.2734,4.0,23.0,4.4449,1
11.655238,6.3981222,11.127953,65.19593,73.414884,56.52674,0.93378,-0.318493,2,626.737,0.7017,3.4286,0.4444,7.0368,4.0,14.0,4.1717,1
10.846537,6.4842797,9.5017673,70.260235,63.624138,73.802951,2.67466,-2.25989,2,556.905,1.4167,8.48,0.5,7.3196,4.0,25.0,3.8068,1
10.190461,8.3455184,6.9846375,78.207357,66.160264,75.504624,4.29689,-1.30841,2,522.446,1.1933,17.3333,0.381,4.0825,3.0,6.0,3.6587,1
12.478683,6.308152,12.712537,74.039435,66.440589,77.556171,1.87439,-0.852936,2,875.575,1.0667,11.5238,0.6023,7.1504,3.0,21.0,2.59,1
10.091729,5.7081528,11.098428,101.7353,123.24927,83.644094,3.39914,-1.5973,2,523.488,1.6733,12.6,0.5,7.5277,3.0,10.0,2.8104,1
10.100097,10.09839,10.098209,90.770201,90.730388,90.761387,2.08578,-1.96433,2,1029.69,1.4733,9.0857,0.5789,6.5186,4.0,35.0,4.7793,1
10.071615,7.0476612,6.8745671,78.365559,68.721833,76.041627,5.37762,-2.25837,2,437.746,1.2483,17.8824,0.5952,3.4268,4.0,17.0,3.744,1
10.050245,7.5784533,5.9306124,79.763342,76.522981,83.585739,3.02765,-1.93268,2,431.108,1.4817,10.2222,0.5625,7.7208,4.0,9.0,3.8969,1
11.514509,6.3954857,11.923147,79.09233,89.969523,89.984985,2.52673,-1.78482,2,862.168,0.905,11.0,0.6957,0.9376,4.0,14.0,4.5924,1
11.400405,5.9105058,8.0167366,71.113527,69.362618,77.058208,2.58816,-2.18675,2,474.608,1.6733,10.0,0.5469,7.1948,3.0,18.0,2.8136,1
