a,b,c,alpha,beta,gamma,density,enthalpy_formation_atom,spacegroup_relax,volume_cell,avg_en_dev,avg_mendeleev,p_fraction,group_std,num_unique_elements,num_constituent_atoms,egap,cluster
11.140411,9.4051719,11.914196,67.743499,90.0,90.0,2.27734,-1.21117,13,1155.34,1.5917,14.1481,0.6486,4.6998,4.0,27.0,2.7359,1
11.141791,11.141791,5.3607588,90.0,90.0,99.01532,4.11698,-2.28,35,657.261,1.6267,16.0,0.5556,5.4268,3.0,16.0,2.6967,1
11.15392,11.15392,5.6382396,90.0,90.0,90.0,4.78028,-1.11726,117,701.453,1.1633,16.9231,0.4583,6.3667,4.0,26.0,2.3257,1
11.442367,11.442367,4.7184686,90.0,90.0,90.0,5.31639,-1.52225,117,617.779,1.1667,17.92,0.527,1.3013,3.0,25.0,2.1033,1
11.506024,11.506024,4.7202335,90.0,90.0,90.0,4.48696,-1.92074,117,624.905,1.6267,15.68,0.6094,3.8158,3.0,25.0,2.8043,1
11.256877,11.256877,11.256877,109.47122,109.47122,109.47122,2.87568,-2.99163,199,1098.07,1.51,9.36,0.5714,6.7176,6.0,25.0,5.7353,1
11.384982,11.384982,11.384982,109.47122,109.47122,109.47122,4.47329,-1.06967,220,1135.99,1.392,16.8293,0.3947,6.5445,5.0,41.0,2.6632,1
12.066726,12.066726,12.066726,109.47122,109.47122,109.47122,2.59196,-2.38797,220,1352.53,1.22,10.0,0.6389,0.8771,3.0,13.0,5.6199,1
11.406675,11.406675,5.9688906,90.0,90.0,114.01238,4.84347,-1.43697,37,709.415,0.9267,19.913,0.6515,0.449,3.0,23.0,3.2348,1
11.514575,11.514585,8.405503,89.999812,90.000159,119.99818,1.23748,-1.44842,154,965.158,1.59,12.6667,0.625,8.6603,2.0,3.0,6.3539,1
11.527549,11.527549,11.527549,116.80016,116.80016,116.80016,3.32867,-0.709554,160,696.605,0.8483,21.6552,0.6119,6.0391,4.0,29.0,2.3332,1
12.360079,5.4745157,6.9299255,73.654394,90.0,90.0,4.12875,-3.17545,11,449.964,1.3883,16.0,0.575,5.252,4.0,16.0,4.8166,1
12.123724,5.3623989,6.6989025,73.235879,90.0,90.0,3.75505,-2.99385,11,417.002,1.365,13.75,0.575,5.252,4.0,16.0,4.9974,1
14.837308,4.4709628,6.8038467,75.581172,90.0,90.0,3.76564,-2.66891,11,437.13,1.4517,12.2222,0.5625,5.2866,4.0,18.0,4.9154,1
11.530069,5.8535627,7.9982503,70.585137,90.0,90.0,2.31037,-0.652105,11,509.122,0.9767,12.1429,0.6667,0.8771,4.0,14.0,1.7516,1
14.02471,6.8263221,7.3883261,73.877485,90.0,90.0,2.86475,-3.04128,11,679.518,1.63,10.9231,0.6397,5.0034,5.0,26.0,5.4552,1
11.582186,11.577661,5.1943395,90.0,90.0,90.0,2.29186,-2.72277,114,696.533,1.54,10.0,0.625,1.1547,2.0,3.0,5.6233,1
11.591132,11.591132,7.1550581,90.0,90.0,90.0,3.96686,-2.24581,85,961.313,1.4733,33.6,0.625,7.3193,3.0,15.0,4.444,1
11.756797,11.756797,7.2806605,90.0,90.0,90.0,4.08272,-2.16837,85,1006.35,2.01,36.0,0.625,8.6603,2.0,3.0,4.3076,1
12.326115,12.326115,5.6885338,90.0,90.0,90.0,2.28063,-1.71396,85,864.277,1.494,12.1667,0.6379,6.8402,5.0,12.0,5.0691,1
11.629219,11.629219,3.6400224,90.0,90.0,90.0,2.83272,-3.55781,127,492.272,2.37,10.0,0.6667,2.0,2.0,4.0,7.4218,1
11.733447,11.733447,4.4401387,90.0,90.0,120.0,2.26159,-2.67654,162,529.393,1.54,10.0,0.625,1.1547,2.0,3.0,5.4049,1
11.817804,11.817804,7.2273995,90.0,90.0,120.0,2.52126,-0.9932,145,874.151,1.7467,13.6,0.625,6.6106,3.0,5.0,3.1918,1
11.9152,11.9152,7.5966882,90.0,90.0,105.53024,1.72826,-2.80984,65,1039.14,1.54,10.0,0.625,1.1547,2.0,3.0,5.5755,1
12.065734,12.065734,12.065734,152.14369,152.14369,39.803508,2.08522,-2.65141,98,382.779,1.54,10.0,0.625,1.1547,2.0,3.0,4.4828,1
12.348646,12.348646,12.348646,140.37739,139.95622,57.600822,3.80395,-1.95368,73,765.917,1.2867,16.1667,0.7073,0.5774,3.0,12.0,4.0297,1
12.666838,11.33151,11.216128,68.355922,56.253814,55.390264,1.63501,-2.8056,69,1098.41,1.54,10.0,0.625,1.1547,2.0,3.0,5.6786,1
12.737256,12.737256,3.7772251,90.0,90.0,120.0,2.25599,-2.02712,177,530.707,1.54,10.0,0.625,1.1547,2.0,3.0,1.2611,1
12.791157,12.791157,12.791157,156.82726,126.32368,59.224937,2.90282,-3.07281,46,659.924,1.6267,12.0,0.5714,6.1767,3.0,12.0,4.6225,1
13.24215,13.24215,5.2051488,90.0,90.0,100.60919,1.77938,-2.81234,21,897.144,1.54,10.0,0.625,1.1547,2.0,3.0,5.5495,1
13.756826,9.9146964,7.6360645,90.0,90.0,90.0,2.75457,-2.00065,62,1041.52,1.58,27.1429,0.625,8.3808,3.0,7.0,5.0233,1
14.102326,14.102326,8.7088471,90.0,90.0,120.0,1.62013,-2.67777,184,1499.94,1.22,10.0,0.625,1.2111,3.0,6.0,5.5088,1
15.428219,15.428219,7.9495015,90.0,90.0,117.57199,2.5822,-1.88073,67,1677.32,1.415,13.0,0.5,6.3742,4.0,24.0,2.7196,1
14.347577,14.347577,14.347577,17.72064,17.72064,17.72064,6.68163,-0.265692,166,238.856,0.1867,56.0,0.6316,0.7868,3.0,7.0,0.2448,2
10.511663,10.511663,10.511663,19.8721,19.8721,19.8721,7.70645,-1.7191,166,117.391,1.16,38.0,0.5,7.0,3.0,3.0,1.8906,2
11.410316,11.410316,11.410316,18.700665,18.700665,18.700665,7.94992,-1.4222,166,133.43,1.16,44.0,0.5,7.0,3.0,3.0,0.9753,2
10.627646,10.627646,10.627646,24.234756,24.234756,24.234756,7.48016,-0.238338,166,177.763,0.08,64.4,0.6429,0.5477,2.0,5.0,0.277,2
10.215173,10.215173,10.215173,24.532261,24.532261,24.532261,4.62586,-1.76022,166,161.575,1.4517,32.0,0.3824,7.0333,4.0,6.0,2.6194,2
13.418263,13.418263,13.418263,17.787034,17.787034,17.787034,6.18296,-0.0245203,166,196.815,0.1133,43.7143,0.6316,0.7868,3.0,7.0,0.24,2
14.983829,14.983787,14.983787,17.863671,17.864143,17.864143,5.53982,-0.67286,166,276.371,0.33,62.6667,0.6667,1.7321,2.0,3.0,2.3747,2
11.33081,11.33081,11.33079,29.727817,29.727817,29.726784,4.65127,-1.48109,166,316.722,1.64,13.4667,0.4571,6.8661,3.0,15.0,1.409,2
10.338222,10.338222,10.338222,22.861574,22.861574,22.861574,6.04367,-0.007673,166,146.347,0.08,44.4,0.6429,0.5477,2.0,5.0,0.3992,2
10.34744,10.34744,10.34744,33.857429,33.857429,33.857429,5.76041,-0.438837,166,306.455,1.04,17.0345,0.3535,3.2887,3.0,29.0,1.5977,2
14.192551,14.192551,14.192551,17.777239,17.777239,17.777239,7.14461,-0.191994,166,232.64,0.06,58.0,0.6316,0.7868,3.0,7.0,0.5909,2
11.077045,11.077082,11.07705,22.045659,22.04569,22.045584,4.98738,-1.25098,166,167.876,0.96,43.2,0.5,7.225,3.0,5.0,0.1642,2
10.753004,10.753004,10.753004,33.967434,33.967434,33.967434,4.12572,-3.18151,166,345.954,1.7083,18.8,0.6458,7.5542,4.0,10.0,6.6896,2
10.082036,10.082036,10.082036,24.045798,24.045798,24.045798,7.27279,-0.389834,166,149.515,0.53,53.6,0.6429,0.5477,2.0,5.0,0.3006,2
10.567253,10.567253,10.567253,23.744642,23.744642,23.744642,6.18824,-0.220697,166,168.06,0.05,51.6,0.6429,0.5477,2.0,5.0,0.0323,2
10.213366,10.213366,10.213366,20.26158,20.26158,20.26158,6.77108,-1.89721,166,111.805,1.24,32.0,0.5,7.0,3.0,3.0,2.2698,2
14.458731,14.458731,14.458731,17.922384,17.922384,17.922384,7.54531,-0.285216,166,249.909,0.2067,65.1429,0.6316,0.7868,3.0,7.0,0.4927,2
10.491545,10.491545,10.491545,24.019187,24.019187,24.019187,7.42845,-0.304248,166,168.128,0.3533,60.8,0.6429,0.5477,3.0,5.0,0.1503,2
13.328363,13.328363,13.328363,15.624993,15.624993,15.624993,9.42446,-0.593562,166,149.674,1.82,56.6667,0.5,1.7321,2.0,3.0,0.5689,2
11.017189,11.01722,11.017189,41.264167,41.26422,41.264167,6.0074,-3.65641,166,525.403,1.9367,22.5556,0.6154,6.5619,4.0,18.0,6.2638,2
13.587031,13.587031,13.587031,16.587942,16.587942,16.587942,3.67085,-0.964396,166,178.278,0.8267,24.8571,0.5625,5.113,3.0,7.0,1.0467,2
11.145528,11.145528,11.145528,41.328345,41.328345,41.328345,5.6406,-3.30351,166,545.435,1.6283,22.1111,0.6111,4.9229,4.0,18.0,4.2544,2
10.547731,10.547731,10.547731,23.462668,23.462668,23.462668,7.1688,-0.290191,166,163.353,0.3733,57.2,0.6429,0.5477,3.0,5.0,0.3621,2
12.564695,12.564695,12.564695,17.004454,17.004454,17.004454,2.31704,-1.16656,166,147.997,0.8467,14.5714,0.5625,5.113,3.0,7.0,2.0099,2
10.014047,10.014047,10.014047,20.993692,20.993692,20.993692,4.13916,-1.79406,166,112.875,1.22,21.3333,0.5,7.0,3.0,3.0,1.7616,2
10.304688,10.304688,10.304688,23.320656,23.320656,23.320656,5.83465,-0.317996,160,150.559,0.3333,44.4,0.6429,0.5477,3.0,5.0,0.4476,2
12.782677,12.782677,12.782677,13.903077,13.903077,13.903077,3.17226,-0.207962,160,104.944,0.65,10.0,0.5,0.0,2.0,2.0,1.9594,2
10.866321,10.866321,16.603081,56.385634,56.385634,28.39536,5.02006,-0.513433,15,765.339,0.9233,22.1304,0.4774,3.0125,4.0,23.0,2.8377,2
10.610369,10.610369,14.601349,48.764488,48.764488,26.989474,3.46958,-0.917124,15,548.452,1.14,15.2941,0.6429,6.6338,5.0,17.0,3.6653,2
12.302903,12.302903,19.128766,61.414561,61.414561,32.105717,4.49974,-0.400112,15,1334.54,0.5083,32.25,0.619,1.1382,4.0,12.0,2.1068,2
10.600127,10.600127,16.432634,56.497852,56.497852,29.043778,5.21184,-0.403355,15,736.402,0.9083,22.3478,0.4625,2.5929,4.0,23.0,2.497,2
11.362507,11.362507,12.144291,60.184549,60.184549,30.828141,3.9605,-0.636002,15,688.383,1.08,29.3333,0.6154,7.746,3.0,6.0,1.1781,2
10.616756,10.616756,13.398725,52.227936,52.227936,53.201145,6.24442,-0.300423,12,881.003,0.5933,48.8571,0.2903,2.4398,4.0,7.0,1.3782,2
10.690963,10.690963,12.182727,66.223902,66.223902,22.191379,7.08337,-0.440002,12,479.492,0.6267,52.5,0.6522,0.7071,3.0,8.0,1.0382,2
11.98987,11.98987,11.98987,25.146096,25.146096,25.146096,4.19806,-2.94072,167,273.852,1.3933,15.4,0.5417,5.3292,4.0,10.0,4.1376,2
11.7429,11.7429,11.7429,32.907117,32.907117,32.907117,2.07383,-0.468317,167,425.26,1.255,6.2857,0.375,6.4209,4.0,21.0,2.9559,2
15.964638,15.964638,15.964638,17.517885,17.517885,17.517885,2.34987,-2.8852,167,321.751,1.2917,9.3333,0.5714,3.9962,4.0,12.0,4.8274,2
10.903279,10.903278,10.903219,43.33007,43.329969,43.324709,2.16291,-2.53527,167,553.546,1.54,10.0,0.625,1.1547,2.0,3.0,4.0431,2
14.392449,14.392449,14.392449,42.00834,42.00834,42.00834,6.51454,-2.02633,167,1207.86,1.0267,27.5,0.6129,1.0299,3.0,12.0,2.6427,2
15.055768,15.055768,15.055768,46.951482,46.951482,46.951482,3.31007,-0.336082,148,1665.82,0.7067,29.28,0.2188,5.719,3.0,25.0,0.0447,2
16.580425,16.580425,16.580425,34.369987,34.369987,34.369987,2.1043,-0.985175,148,1295.68,1.58,14.3846,0.5902,4.3677,3.0,13.0,3.2769,2
